record_id,gender,study_year,bac_specialty,how many hours per week do you spend studying personnal efforts,study_place,study_style,learning_methods,what types of resources do you use most,use_schedule,5 fifth,6 sixth,7 seventh,8 eighth,rate your satisfaction with the school s program,your level of motivation for joining ensia,how much do you like the field of artificial intelligence,sleep_hours,how well do you handle stress and pressure,in a scale of 1 to 10 how do you rate your level in the following fields 1 english,2 programming,3 computer science,4 mathematics,4 forth,how do others feedbacks influence you,year_ordinal,inferred_year_from_grades,1y average s1,1y average s2,1y average,1y foundational mathematics,1y dsa1,1y digital systems,1y information technology essentials,1y english 1,1y cpsct,1y oop,1y introduction to linux,1y linear algebra,1y mathematical analysis 1,1y introduction to statistics,1y english 2,1y intensive english,1y seminar,1y analysis i,1y algebra,1y a com i,1y intro prog c,1y analysis ii,1y a com ii,1y proba stat,for the next 8 questions you will have a list of problems obstacles classify them according to how much they influence your studies 1 first_encoded,2 second_encoded,3 third_encoded,4 fourth_encoded,other problems that you face_encoded,do you engage in any external activities not related to the study field_encoded,how do other s feedback influence you_encoded
151,Male,Second year,Mathematics,26-33,In the school's library,In peer,"Lectures, Learning by practicing, Mind mapping and visualization","Online tutorials, Online documents, YouTube videos",No,Teaching language,Bad quality of internet,Private life problems,Not having a good (powerful) computer,2.0,4.0,4.0,5-7 hours,4.0,7.0,9.0,7.0,8.0,Teachers' teaching method,Negatively,2,1.0,15.0,14.0,14.0,High,Moderate,High,High,High,Very High,High,High,High,High,High,High,High,High,Very High,High,High,Very High,High,Very High,High,3,2,1,1,8,1,2
152,Female,Second year,Science,More than 41 hours,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Teachers' teaching method,Private life problems,Bad quality of internet,Not having a good (powerful) computer,2.0,3.0,3.0,5-7 hours,4.0,4.0,4.0,6.0,5.0,Lack of previous knowledge or experience in the field,Negatively,2,1.0,15.0,14.0,14.0,High,Moderate,High,High,High,Very High,High,High,Moderate,High,High,High,High,High,Very High,High,High,High,Very High,Very High,High,2,4,7,1,8,0,2
153,Female,Second year,Mathematics,18-25,In your room (dorms),Alone,Lectures;Learning by practicing,Online tutorials;Online documents;YouTube videos,No,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Private life problems,3.0,4.0,4.0,5-7 hours,3.0,9.0,7.0,6.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,14.0,14.0,High,Moderate,High,High,High,Very High,High,High,Moderate,High,High,High,High,High,Very High,High,High,High,Very High,Very High,High,3,2,6,0,8,1,2
154,Male,Second year,Science,10-17,At home,Alone,"Learning by practicing, Project-based learning, Mind mapping and visualization, Online courses and tutorials","Online documents, YouTube videos",No,Bad quality of internet,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,2.0,2.0,3.0,5-7 hours,3.0,7.0,4.0,4.0,8.0,Private life problems,Positively,2,1.0,16.0,13.0,14.0,High,Moderate,High,High,High,High,High,High,High,High,High,High,High,Very High,Very High,Very High,Moderate,High,Very High,High,Moderate,3,1,2,1,8,0,2
155,Female,Second year,Science,18-25,In your room (dorms),Alone,"Lectures, Mind mapping and visualization, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teaching language,4.0,4.0,5.0,5-7 hours,3.0,7.0,6.0,6.0,6.0,Private life problems,Positively,2,1.0,16.0,13.0,14.0,High,Moderate,High,High,High,Very High,Moderate,High,Moderate,High,High,High,High,Very High,Very High,Very High,High,High,Very High,Very High,Moderate,3,2,0,1,8,1,2
156,Male,Second year,Science,18-25,In your room (dorms),Alone,Lectures;Online courses and tutorials,Books;Online tutorials;YouTube videos,No,Lack of time,Teachers' teaching method,Bad quality of internet,Private life problems,4.0,4.0,4.0,5-7 hours,5.0,6.0,9.0,8.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,14.0,16.0,15.0,Moderate,High,Moderate,Moderate,Low,Low,High,Moderate,High,High,High,Moderate,High,Very High,Very High,Very High,High,High,Very High,Very High,Moderate,3,7,3,1,8,1,1
157,Female,Second year,Technical maths,More than 41 hours,In the school's library,In peer,"Lectures, Learning by practicing",YouTube videos,No,Teaching language,Bad quality of internet,Not having a good (powerful) computer,Private life problems,2.0,2.0,2.0,4 hours or less,1.0,6.0,7.0,3.0,9.0,Lack of time,You do not care about,2,1.0,15.0,14.0,15.0,Moderate,High,Moderate,Moderate,Low,High,High,Moderate,High,High,High,Moderate,High,High,Very High,High,High,High,Very High,High,High,1,4,6,1,8,0,2
158,Male,Second year,Mathematics,18-25,In your room (dorms),Alone,Lectures;Learning by practicing,Books;YouTube videos,No,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Bad quality of internet,Teaching language,2.0,4.0,4.0,4 hours or less,5.0,7.0,9.0,8.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,14.0,15.0,High,Very High,High,High,High,High,High,Very High,High,High,High,High,High,High,Very High,High,High,High,Very High,High,High,2,4,6,5,8,1,2
159,Male,Second year,Mathematics,10-17,At home,Alone,"Learning by practicing, Project-based learning","Books, Online tutorials, Online documents, YouTube videos",No,Lack of previous knowledge or experience in the field,Bad quality of internet,Not having a good (powerful) computer,Teaching language,2.0,4.0,3.0,8 hours or more,3.0,7.0,7.0,7.0,7.0,Pressure,You do not care about,2,1.0,15.0,14.0,15.0,High,Very High,High,High,High,High,High,Very High,Moderate,High,High,High,High,High,Very High,Very High,High,High,Very High,Very High,High,4,2,6,1,8,1,2
160,Male,Third year,Science,10-17,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning,Online documents;Slides,No,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Bad quality of internet,3.0,4.0,4.0,5-7 hours,5.0,8.0,8.0,8.0,7.0,Bad quality of internet,You do not care about,3,2.0,15.0,15.0,15.0,High,High,High,High,High,High,High,Very High,High,High,Moderate,High,High,High,Very High,Very High,High,High,Very High,Very High,High,3,2,6,0,4,1,2
161,Male,Second year,Technical maths,26-33,In your room (dorms),Alone,Learning by practicing;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Bad quality of internet,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,3.0,4.0,5.0,5-7 hours,4.0,7.0,8.0,8.0,8.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,High,Moderate,Very High,Moderate,High,High,High,High,High,Very High,Moderate,High,High,High,Very High,Very High,High,High,Very High,Very High,High,3,2,2,1,8,1,2
162,Male,Third year,Mathematics,10-17,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning,Online documents;Lectures,No,Pressure,Bad quality of internet,Private life problems,Teachers' teaching method,3.0,4.0,4.0,5-7 hours,4.0,6.0,8.0,8.0,9.0,Bad quality of internet,You do not care about,3,2.0,15.0,15.0,15.0,Very High,Very High,Very High,Moderate,High,High,High,High,High,Very High,Moderate,High,High,High,Very High,Very High,High,High,Very High,Very High,High,5,4,2,1,11,1,0
163,Male,Second year,Mathematics,18-25,In the school's library,Alone,"Project-based learning, Online courses and tutorials",YouTube videos,No,Pressure,Not having a good (powerful) computer,Private life problems,Teaching language,2.0,3.0,3.0,5-7 hours,1.0,2.0,6.0,4.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,Very High,Very High,Very High,Moderate,High,High,Very High,High,High,Very High,Moderate,High,Very High,High,Very High,High,High,High,Very High,Very High,High,5,0,2,1,8,0,2
164,Female,Second year,Mathematics,10-17,In the school's library,In peer,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization;Online courses and tutorials,YouTube videos;Private courses,No,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Private life problems,Teaching language,3.0,4.0,4.0,8 hours or more,2.0,3.0,5.0,5.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,Moderate,High,Very High,Moderate,Moderate,High,High,High,Moderate,Moderate,Moderate,Moderate,Very High,High,Very High,High,High,High,Very High,Very High,High,5,2,0,4,8,1,2
165,Female,Second year,Science,10-17,In your room (dorms),Alone,Mind mapping and visualization;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Teaching language,Private life problems,3.0,4.0,4.0,8 hours or more,4.0,9.0,7.0,7.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,High,High,High,Very High,Very High,High,High,Very High,Moderate,High,High,High,Very High,High,Very High,High,High,High,Very High,Very High,High,2,4,0,6,8,0,0
166,Male,Second year,Technical maths,More than 41,In the school's library,Alone,Learning by practicing;Project-based learning;Online courses and tutorials,Books;Online tutorials;YouTube videos,No,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Private life problems,3.0,4.0,5.0,5-7 hours,3.0,9.0,9.0,8.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,High,High,Very High,High,High,High,High,High,Moderate,High,High,High,Very High,High,Very High,High,High,High,Very High,Very High,High,2,4,6,1,8,1,1
167,Male,Second year,Science,10-17,In your room (dorms),In peer,Lectures;Learning by practicing,YouTube videos,Yes,Pressure,Pressure,Pressure,Pressure,3.0,3.0,3.0,5-7 hours,5.0,7.0,6.0,6.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,2.0,15.0,15.0,15.0,Moderate,Moderate,Moderate,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,Very High,Very High,High,Very High,High,High,High,Very High,Very High,High,3,4,2,4,32,0,2
168,Female,Second year,Mathematics,34-41,In the school's library,Alone,Lectures;Project-based learning;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,No,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,2.0,4.0,5.0,5-7 hours,3.0,8.0,9.0,8.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,High,High,Moderate,Very High,Moderate,Moderate,High,High,High,Moderate,Very High,Moderate,Very High,High,Very High,High,High,High,Very High,Very High,High,2,6,0,4,17,1,2
169,Male,Second year,Science,18-25,In your room (dorms),Alone,Lectures;Learning by practicing;Mind mapping and visualization,Books;Online documents;YouTube videos,Yes,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,3.0,5.0,5.0,8 hours or more,3.0,6.0,8.0,9.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,High,Moderate,High,High,Moderate,Moderate,Moderate,High,High,High,Low,Moderate,Very High,High,Very High,High,High,High,Very High,Very High,High,3,2,5,7,8,1,2
170,Female,Second year,Science,26-33,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online documents, YouTube videos",Yes,Lack of time,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,4.0,5.0,5.0,5-7 hours,3.0,7.0,6.0,6.0,6.0,Teaching language,Positively,2,1.0,15.0,15.0,15.0,High,Moderate,High,High,Moderate,Very High,Very High,High,Moderate,High,Low,Moderate,Very High,High,High,High,High,High,Very High,Very High,Moderate,1,4,5,1,8,1,2
171,Female,Third year,Science,34-41,In the school's library,With a group,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization,Online documents;YouTube videos;Chatgpt,No,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Private life problems,Not having a good (powerful) computer,2.0,3.0,3.0,5-7 hours,2.0,7.0,5.0,5.0,4.0,Bad quality of internet,You do not care about,3,2.0,16.0,14.0,15.0,High,Moderate,High,High,Very High,High,Moderate,High,Moderate,Very High,Moderate,Moderate,Very High,High,High,High,High,High,Very High,Very High,Moderate,2,4,0,6,4,0,0
172,Female,Second year,Science,34-41,In your room (dorms),With a group,"Lectures, Learning by practicing, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Private life problems,3.0,3.0,3.0,5-7 hours,2.0,8.0,7.0,5.0,6.0,Teachers' teaching method,Negatively,2,1.0,16.0,14.0,15.0,High,Moderate,High,High,Very High,Very High,High,High,High,Very High,Moderate,Moderate,Very High,Very High,Very High,High,High,High,Very High,High,High,3,2,1,1,8,0,2
173,Female,Third year,Science,18-25,In the school's library,Alone,Lectures;Learning by practicing;Project-based learning;Online courses and tutorials,YouTube videos;ChatGpt,No,Lack of time,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,3.0,5.0,5.0,8 hours or more,1.0,7.0,7.0,6.0,5.0,Bad quality of internet,You do not care about,3,2.0,16.0,14.0,15.0,High,High,Moderate,High,Very High,Very High,High,High,Moderate,Very High,Moderate,Very High,Very High,Very High,Very High,High,High,High,Very High,High,High,4,0,1,4,4,1,2
174,Female,Second year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Project-based learning, Online courses and tutorials",YouTube videos,Yes,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,1.0,1.0,1.0,8 hours or more,3.0,8.0,8.0,5.0,6.0,Lack of time,Positively,2,1.0,16.0,15.0,15.0,High,High,Moderate,High,Very High,High,Very High,High,Moderate,Very High,Moderate,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,4,4,0,1,8,0,2
175,Female,Fourth year,Mathematics,10-17,In your room (dorms),Alone,Lectures;Learning by practicing;Project-based learning;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,Yes,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,3.0,4.0,5.0,8 hours or more,3.0,9.0,8.0,8.0,8.0,Unknown,Unknown,4,3.0,16.0,15.0,15.0,Very High,High,High,High,High,Very High,Very High,High,Very High,Very High,Very High,High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,4,0,8,2,30,1,1
176,Male,Third year,Science,18-25,In your room (dorms),Alone,Project-based learning;Online courses and tutorials,Books,No,Teaching language,Teachers' teaching method,Not having a good (powerful) computer,Private life problems,3.0,3.0,4.0,5-7 hours,4.0,8.0,7.0,5.0,8.0,Bad quality of internet,You do not care about,3,2.0,17.0,14.0,15.0,High,High,High,High,Very High,High,High,High,High,High,Moderate,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,2,4,0,1,9,1,1
177,Male,Fourth year,Technical maths,18-25,In the school's library,Alone,Lectures;Learning by practicing;Project-based learning,Books;Online documents;Private courses,No,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Not having a good (powerful) computer,4.0,5.0,5.0,8 hours or more,4.0,9.0,9.0,7.0,6.0,Unknown,Unknown,4,3.0,14.0,17.0,16.0,High,High,High,High,Very High,High,High,High,High,High,Moderate,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,2,4,6,0,21,1,1
178,Male,Third year,Mathematics,10-17,At home,Alone,Learning by practicing,Books;Online documents,No,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teaching language,Bad quality of internet,3.0,4.0,3.0,8 hours or more,4.0,8.0,8.0,8.0,9.0,Bad quality of internet,You do not care about,3,2.0,16.0,15.0,16.0,Very High,Very High,High,High,Very High,High,Very High,High,Moderate,Very High,High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,2,6,5,4,4,1,2
179,Male,Second year,Mathematics,18-25,At home,Alone,Lectures;Learning by practicing;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,Yes,Teachers' teaching method,Teaching language,Bad quality of internet,Private life problems,3.0,4.0,5.0,5-7 hours,4.0,9.0,9.0,9.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,16.0,16.0,16.0,Very High,High,Very High,High,Very High,High,High,High,High,Very High,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,2,4,3,1,8,0,2
180,Male,Third year,Science,34-41,In your room (dorms),Alone,Learning by practicing;Project-based learning,Online documents,No,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Bad quality of internet,Teaching language,2.0,3.0,4.0,8 hours or more,4.0,8.0,6.0,6.0,7.0,Bad quality of internet,You do not care about,3,2.0,16.0,16.0,16.0,Very High,High,Very High,High,Very High,High,Very High,High,High,Very High,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,3,2,6,5,4,1,1
181,Male,Second year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization",Online documents,No,Not having a good (powerful) computer,Pressure,Lack of previous knowledge or experience in the field,Teaching language,1.0,3.0,4.0,5-7 hours,5.0,8.0,7.0,7.0,8.0,Private life problems,Positively,2,1.0,16.0,16.0,16.0,Very High,High,Very High,High,Very High,High,Very High,High,High,Very High,Very High,Very High,Very High,Very High,Very High,High,High,High,Very High,Very High,High,5,0,2,1,8,0,2
182,Female,Second year,Mathematics,26-33,In the school's library,Alone,Lectures;Learning by practicing;Mind mapping and visualization,Online documents;YouTube videos,No,Private life problems,Teaching language,Bad quality of internet,Not having a good (powerful) computer,3.0,4.0,4.0,8 hours or more,3.0,9.0,8.0,8.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,16.0,16.0,16.0,High,High,Very High,High,High,Moderate,High,Very High,High,Very High,High,Moderate,Very High,Very High,Very High,High,High,High,Very High,Very High,High,3,2,1,6,8,0,2
183,Male,Third year,Science,26-33,In your room (dorms),Alone,Learning by practicing;Mind mapping and visualization;Online courses and tutorials,Books;Online documents,No,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Not having a good (powerful) computer,2.0,4.0,5.0,5-7 hours,3.0,8.0,8.0,8.0,7.0,Bad quality of internet,You do not care about,3,2.0,16.0,17.0,16.0,High,Very High,High,High,High,Moderate,Very High,Very High,High,Very High,High,Moderate,Very High,Very High,Very High,High,High,High,Very High,Very High,High,2,4,0,6,4,1,1
184,Male,Second year,Science,18-25,In your room (dorms),Alone,Learning by practicing,"Books, Online documents",No,Pressure,Not having a good (powerful) computer,Private life problems,Teaching language,2.0,4.0,4.0,8 hours or more,3.0,8.0,9.0,9.0,8.0,Bad quality of internet,Negatively,2,1.0,16.0,17.0,16.0,High,Very High,High,High,High,Very High,Very High,Very High,High,Very High,High,Moderate,Very High,Very High,Very High,High,High,Very High,Very High,Very High,Very High,2,1,6,1,8,0,2
185,Male,Second year,Mathematics,18-25,In the school's library,Alone,Lectures,Books,No,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,3.0,4.0,5.0,5-7 hours,4.0,8.0,8.0,8.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,16.0,17.0,16.0,High,Very High,High,High,High,Very High,Very High,Very High,High,Very High,High,Moderate,Very High,Very High,Very High,High,High,Very High,Very High,Very High,Very High,2,5,4,0,8,1,2
186,Male,Second year,Mathematics,18-25,At home,Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Bad quality of internet,Bad quality of internet,Not having a good (powerful) computer,Private life problems,1.0,1.0,5.0,8 hours or more,3.0,6.0,5.0,5.0,4.0,Lack of previous knowledge or experience in the field,Negatively,2,1.0,17.0,16.0,16.0,High,Very High,High,High,High,High,Very High,Very High,High,Very High,High,Moderate,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,High,5,4,2,1,8,0,2
187,Female,Second year,Mathematics,26-33,In the dorms' library,Alone,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization","Books, Online documents",No,Lack of time,Teaching language,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,1.0,4.0,5.0,8 hours or more,3.0,9.0,7.0,7.0,8.0,Private life problems,Negatively,2,1.0,17.0,16.0,17.0,High,Very High,High,High,High,Very High,Very High,Very High,Very High,Very High,High,Moderate,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Very High,5,4,0,1,8,0,2
188,Male,Second year,Mathematics,34-41,In the school's library,Alone,Learning by practicing;Project-based learning;Online courses and tutorials,Books;Online tutorials;YouTube videos;chatgpt,Yes,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Bad quality of internet,3.0,3.0,4.0,5-7 hours,4.0,7.0,8.0,7.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,17.0,17.0,17.0,Very High,High,Very High,High,High,Moderate,High,High,High,High,Very High,High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Very High,3,5,2,6,27,1,1
189,Female,Second year,Mathematics,26-33,In the school's library,With a group,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization, Interactive workshops, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",No,Private life problems,Pressure,Not having a good (powerful) computer,Teachers' teaching method,3.0,4.0,5.0,8 hours or more,3.0,7.0,8.0,8.0,8.0,Pressure,Positively,2,1.0,17.0,17.0,17.0,Very High,High,Very High,High,High,Very High,Very High,High,High,High,Very High,High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,2,7,0,1,8,0,2
190,Female,Second year,Mathematics,18-25,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization, Interactive workshops","Books, Online tutorials, Online documents, YouTube videos",Yes,Private life problems,Teaching language,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,2.0,3.0,5.0,5-7 hours,4.0,8.0,8.0,7.0,9.0,Pressure,You do not care about,2,1.0,17.0,18.0,17.0,Very High,High,Very High,High,High,High,Very High,High,Very High,High,Very High,High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,5,2,0,1,8,1,2
191,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,Lectures;Learning by practicing;Project-based learning,Books;Online tutorials;Online documents,Yes,Lack of previous knowledge or experience in the field,Pressure,Not having a good (powerful) computer,Teaching language,3.0,4.0,5.0,5-7 hours,3.0,8.0,7.0,6.0,7.0,Bad quality of internet,You do not care about,3,2.0,17.0,18.0,17.0,Very High,High,Very High,High,High,High,Very High,High,Very High,High,Very High,High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,2,0,5,6,4,1,2
192,Female,First year,Mathematics,34-41,In your room (dorms),Alone,Lectures;Learning by practicing,Online tutorials;Online documents;YouTube videos,Yes,Teaching language,Lack of previous knowledge or experience in the field,Private life problems,Not having a good (powerful) computer,4.0,5.0,5.0,8 hours or more,4.0,6.0,6.0,6.0,3.0,Lack of previous knowledge or experience in the field,You do not care about,1,1.0,6.0,18.0,17.0,Very High,High,Very High,High,High,High,Very High,High,Very High,High,Very High,High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,3,2,6,0,1,0,1
193,Female,First year,Mathematics,26-33,In the school's library,Alone,Learning by practicing,Online documents;YouTube videos,Yes,Lack of time,Private life problems,Not having a good (powerful) computer,Lack of time,3.0,5.0,4.0,8 hours or more,3.0,5.0,4.0,3.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,1,1.0,10.0,18.0,17.0,Very High,High,Very High,High,High,High,Very High,High,Very High,High,Very High,High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,0,6,1,4,6,0,2
194,Female,First year,Mathematics,10-17,In the school's library,In peer,Learning by practicing,Online tutorials;YouTube videos,Yes,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Private life problems,2.0,3.0,4.0,5-7 hours,2.0,7.0,9.0,10.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,1,1.0,10.0,18.0,17.0,Very High,High,Very High,High,High,High,Very High,High,Very High,High,Very High,High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,1,6,2,4,25,0,1
195,Female,Second year,Science,18-25,In the school's library,Alone,Learning by practicing;Project-based learning,Books;YouTube videos,No,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Private life problems,2.0,2.0,4.0,5-7 hours,3.0,8.0,8.0,7.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,11.0,10.0,17.0,Low,Moderate,Moderate,Moderate,High,High,Moderate,High,Low,Low,Low,High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,3,2,6,1,8,1,1
196,Female,Second year,Technical maths,10-17,In the dorms' library,With a group,Lectures,Books;Online tutorials;Online documents,No,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,3.0,1.0,4.0,8 hours or more,1.0,10.0,5.0,7.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,11.0,10.0,17.0,High,Moderate,Low,Moderate,Very High,Very High,Low,High,Low,Low,Moderate,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,3,5,7,0,8,1,2
197,Male,Second year,Technical maths,18-25,In your room (dorms),In peer,Lectures;Learning by practicing,Online tutorials;YouTube videos,No,Teachers' teaching method,Bad quality of internet,Teaching language,Not having a good (powerful) computer,3.0,4.0,4.0,5-7 hours,4.0,8.0,6.0,7.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,11.0,12.0,17.0,Moderate,Moderate,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,High,High,High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,4,4,2,1,8,0,1
198,Female,Second year,Mathematics,10-17,At home,Alone,Learning by practicing,Books;Online tutorials;Online documents;YouTube videos,No,Private life problems,Bad quality of internet,Not having a good (powerful) computer,Teaching language,2.0,2.0,3.0,5-7 hours,3.0,9.0,4.0,2.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,11.0,12.0,17.0,Moderate,Moderate,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,High,High,High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,2,4,1,6,22,1,2
199,Female,Second year,Science,10-17,In the school's library,Alone,Lectures,Books;Online documents,No,Pressure,Private life problems,Not having a good (powerful) computer,Teaching language,3.0,3.0,4.0,8 hours or more,4.0,4.0,8.0,8.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,12.0,11.0,17.0,Moderate,High,Low,High,High,Moderate,Moderate,High,Moderate,High,Low,High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,2,6,1,0,8,0,0
200,Male,Second year,Science,10-17,In your room (dorms),Alone,Lectures;Learning by practicing,Online documents;YouTube videos,Yes,Pressure,Teaching language,Bad quality of internet,Not having a good (powerful) computer,4.0,3.0,3.0,5-7 hours,3.0,8.0,8.0,6.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,12.0,12.0,17.0,Moderate,High,Low,High,High,Moderate,Moderate,High,Moderate,High,Low,High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,2,5,6,1,8,0,1
201,Female,Second year,Science,18-25,In the school's library,Alone,Learning by practicing;Mind mapping and visualization;Interactive workshops;Online courses and tutorials,Online tutorials;YouTube videos;Private courses,Yes,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,Pressure,2.0,4.0,5.0,5-7 hours,4.0,8.0,7.0,6.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,13.0,11.0,17.0,High,Moderate,High,Moderate,High,High,Moderate,High,Moderate,Low,Moderate,High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,0,1,2,5,5,1,1
