record_id,what is your gender,in which year of your studies are you currently enrolled,what was your bac specialty,how many hours per week do you spend studying personnal efforts,where do you prefer to study,you prefer to study,what learning methods do help you understand better,what types of resources do you use most,do you use a planer or a schedule in your revisions,for the next 8 questions you will have a list of problems obstacles classify them according to how much they influence your studies 1 first,2 second,3 third,4 fourth,5 fifth,6 sixth,7 seventh,8 eighth,other problems that you face,rate your satisfaction with the school s program,do you engage in any external activities not related to the study field,your level of motivation for joining ensia,how much do you like the field of artificial intelligence,how do other s feedback influence you,how many hours do you sleep,how well do you handle stress and pressure,in a scale of 1 to 10 how do you rate your level in the following fields 1 english,2 programming,3 computer science,4 mathematics,4 forth,how do others feedbacks influence you,year_ordinal,inferred_year_from_grades,1y average s1,1y average s2,1y average,1y foundational mathematics,1y dsa1,1y digital systems,1y information technology essentials,1y english 1,1y cpsct,1y oop,1y introduction to linux,1y linear algebra,1y mathematical analysis 1,1y introduction to statistics,1y english 2,1y intensive english,1y seminar,1y analysis i,1y algebra,1y a com i,1y intro prog c,1y analysis ii,1y a com ii,1y proba stat,2y average s1,2y average s2,2y average,2y dsa 2,2y logic,2y mathematical analysis 2,2y databases,2y probability,2y web development,2y introduction to business,2y theory of computing,2y operating systems,2y computer architecture,2y statistical inference,2y introduction to ai,2y mathematical analysis 3,2y electronic circuits labs,2y analysis iii,2y dsa,2y archi 1,2y complexity,2y proba stat ii,2y lin alg ii,2y intro ai,2y oper res,2y archi ii,2y oper syst,2y soft eng,2y web prog,2y intro busin
222,Female,Third year,Technical maths,18-25,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization, Interactive workshops, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Pressure,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teaching language,Teachers' teaching method,Bad quality of internet,Private life problems,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,No,2.0,3.0,You do not care about,5-7 hours,1.0,6.0,2.0,3.0,2.0,Lack of time,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Moderate,9.0,10.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Moderate,High
249,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization","Online tutorials, YouTube videos",Yes,Not having a good (powerful) computer,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Private life problems,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,No,4.0,4.0,You do not care about,5-7 hours,2.0,10.0,5.0,6.0,6.0,Lack of previous knowledge or experience in the field,Negatively,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Moderate,11.0,11.0,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,High,High,Moderate,High
250,Female,Third year,Mathematics,10-17,At home,With a group,"Lectures, Learning by practicing, Interactive workshops","Books, Online tutorials, YouTube videos",No,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Lack of previous knowledge or experience in the field,Bad quality of internet,Pressure,Not having a good (powerful) computer,Private life problems,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,3.0,3.0,You do not care about,5-7 hours,3.0,5.0,5.0,5.0,5.0,Teaching language,Positively,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,11.0,12.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,Moderate,Moderate,High,Moderate,High,Moderate,High,Moderate,High,Moderate,Moderate,High
266,Male,Third year,Mathematics,18-25,In your room (dorms),With a group,Learning by practicing,Just lectures nothing else,Yes,Teachers' teaching method,Pressure,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Lack of time,Bad quality of internet,Not having a good (powerful) computer,Private life problems,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,No,3.0,4.0,You do not care about,5-7 hours,4.0,7.0,5.0,5.0,7.0,Teaching language,Positively,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,14.0,14.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,Moderate,High,High,High,Moderate,High,High,Very High,High,High,High
285,Female,Third year,Mathematics,34-41,At home,Alone,"Lectures, Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Teachers' teaching method,Teaching language,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Private life problems,Not having a good (powerful) computer,Bad quality of internet,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,Yes,1.0,3.0,You do not care about,5-7 hours,4.0,10.0,5.0,8.0,8.0,Pressure,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Moderate,10.0,10.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,High,Moderate,Moderate,High
288,Female,Third year,Mathematics,34-41,In the school's library,Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Online tutorials, YouTube videos",Yes,Lack of time,Bad quality of internet,Pressure,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Private life problems,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,No,4.0,4.0,You do not care about,8 hours or more,2.0,7.0,6.0,9.0,8.0,Teachers' teaching method,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Moderate,10.0,10.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,High,Moderate,Moderate,Low,Low,Moderate,Moderate,High,Moderate,High
297,Female,Third year,Mathematics,34-41,In your room (dorms),Alone,Online courses and tutorials,"Online tutorials, Online documents, YouTube videos",No,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,No,2.0,3.0,You do not care about,5-7 hours,3.0,6.0,6.0,6.0,5.0,Not having a good (powerful) computer,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,12.0,13.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,Moderate,High,High,Moderate,Moderate,Moderate,High,High,High,High,High
298,Male,Third year,Technical maths,10-17,In the school's library,In peer,"Lectures, Learning by practicing, Project-based learning, Interactive workshops","Books, Online tutorials, YouTube videos",No,Teachers' teaching method,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of time,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,4.0,5.0,You do not care about,5-7 hours,5.0,7.0,6.0,7.0,7.0,Pressure,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,13.0,13.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,High,High,Moderate,High,High,Moderate,High,High,High,High,High
299,Female,Third year,Mathematics,10-17,In your room (dorms),In peer,"Lectures, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",No,Bad quality of internet,Lack of time,Private life problems,Lack of previous knowledge or experience in the field,Pressure,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,Yes,1.0,4.0,You do not care about,8 hours or more,2.0,8.0,6.0,7.0,8.0,Lack of previous knowledge or experience in the field,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,13.0,13.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,Moderate,Moderate,High,Moderate,Moderate,High,High,High,High,High,High
308,Female,Third year,Mathematics,26-33,In the school's library,Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",No,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Pressure,Lack of previous knowledge or experience in the field,Bad quality of internet,Lack of previous knowledge or experience in the field,Teaching language,Teachers' teaching method,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,4.0,4.0,You do not care about,5-7 hours,2.0,8.0,6.0,6.0,7.0,Private life problems,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Moderate,10.0,10.0,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,High,Moderate,High
309,Female,Third year,Technical maths,18-25,In your room (dorms),Alone,"Learning by practicing, Project-based learning, Interactive workshops, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",No,Private life problems,Not having a good (powerful) computer,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of time,Pressure,Teachers' teaching method,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,Yes,3.0,4.0,You do not care about,5-7 hours,3.0,7.0,6.0,6.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,11.0,11.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,High,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Moderate,High,Moderate,High
313,Female,Third year,Mathematics,18-25,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",No,Bad quality of internet,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teachers' teaching method,Pressure,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,No,3.0,5.0,You do not care about,5-7 hours,2.0,9.0,6.0,6.0,5.0,Bad quality of internet,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Moderate,10.0,10.0,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,High,Moderate,Moderate,High
324,Female,Third year,Mathematics,18-25,At home,Alone,"Learning by practicing, Online courses and tutorials","Online tutorials, YouTube videos",No,Lack of previous knowledge or experience in the field,Teachers' teaching method,Pressure,Lack of previous knowledge or experience in the field,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Private life problems,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,3.0,4.0,You do not care about,5-7 hours,2.0,10.0,6.0,6.0,8.0,Lack of time,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Moderate,10.0,10.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,High,Moderate,Moderate,High
325,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Online courses and tutorials","Online tutorials, YouTube videos",Yes,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,Lack of previous knowledge or experience in the field,Pressure,Not having a good (powerful) computer,Teaching language,Lack of time,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,3.0,3.0,You do not care about,5-7 hours,4.0,8.0,6.0,6.0,8.0,Private life problems,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,9.0,11.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Moderate,High
332,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,Online courses and tutorials,"Books, YouTube videos",No,Bad quality of internet,Bad quality of internet,Bad quality of internet,Lack of previous knowledge or experience in the field,Bad quality of internet,Bad quality of internet,Bad quality of internet,Pressure,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,No,3.0,3.0,You do not care about,5-7 hours,3.0,8.0,7.0,7.0,9.0,Pressure,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Moderate,9.0,9.0,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Low,High,Moderate,Moderate,Moderate
333,Male,Third year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing,"Online tutorials, YouTube videos",No,Lack of previous knowledge or experience in the field,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Private life problems,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,No,4.0,4.0,You do not care about,5-7 hours,2.0,7.0,7.0,7.0,6.0,Teaching language,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,14.0,13.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,Very High,High,Moderate,Moderate,Moderate,High,Very High,Very High,High,High,High
338,Female,Third year,Mathematics,18-25,In your room (dorms),Alone,"Lectures, Learning by practicing, Mind mapping and visualization","Books, Online documents, YouTube videos",No,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Lack of previous knowledge or experience in the field,Private life problems,Lack of time,Teaching language,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,4.0,4.0,You do not care about,5-7 hours,2.0,9.0,7.0,6.0,9.0,Bad quality of internet,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,10.0,11.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,Low,Moderate,High,Moderate,High,Moderate,High
339,Male,Third year,Mathematics,10-17,In the school's library,Alone,"Lectures, Learning by practicing, Mind mapping and visualization","Books, Online tutorials, Online documents",No,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Pressure,Teaching language,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,4.0,4.0,You do not care about,5-7 hours,3.0,6.0,7.0,6.0,7.0,Lack of time,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,13.0,13.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,High,Moderate,High,High,Moderate,High,High,Very High,High,High,High
345,Male,Third year,Mathematics,10-17,In the school's library,In peer,"Learning by practicing, Project-based learning, Online courses and tutorials",YouTube videos,No,Bad quality of internet,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Pressure,Private life problems,Not having a good (powerful) computer,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,3.0,5.0,You do not care about,5-7 hours,4.0,8.0,7.0,8.0,9.0,Teachers' teaching method,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Moderate,10.0,10.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,High,Moderate,Moderate,High
346,Female,Third year,Technical maths,More than 41 hours,In your room (dorms),Alone,"Lectures, Learning by practicing, Online courses and tutorials","Books, Online documents, YouTube videos",Yes,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,No,4.0,4.0,You do not care about,5-7 hours,3.0,7.0,7.0,7.0,8.0,Teachers' teaching method,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,11.0,12.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,Moderate,High,Moderate,High,Moderate,Moderate,Moderate,High,High,High,Moderate
347,Female,Third year,Technical maths,More than 41 hours,In your room (dorms),Alone,"Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online documents, YouTube videos",Yes,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Private life problems,Teaching language,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,No,4.0,5.0,You do not care about,5-7 hours,3.0,7.0,7.0,8.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,12.0,12.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,Moderate,High,Moderate,Moderate,Moderate,Moderate,High,High,High,High,High
348,Male,Third year,Mathematics,18-25,In the school's library,Alone,"Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",Yes,Pressure,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,4.0,5.0,You do not care about,5-7 hours,3.0,10.0,7.0,7.0,6.0,Teachers' teaching method,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,12.0,12.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,High,High,Moderate,Moderate,Moderate,Moderate,Moderate,High,High,High,Very High
349,Female,Third year,Mathematics,18-25,At home,In peer,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, Online documents",Yes,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Bad quality of internet,Not having a good (powerful) computer,Teachers' teaching method,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,No,3.0,3.0,You do not care about,5-7 hours,3.0,7.0,7.0,7.0,5.0,Private life problems,Positively,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,12.0,13.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,High,High,High,High,High,Moderate,High,High,High,Moderate,High
350,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,Mind mapping and visualization,YouTube videos,No,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teaching language,Private life problems,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,2.0,4.0,You do not care about,8 hours or more,2.0,8.0,7.0,7.0,9.0,Bad quality of internet,Positively,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,13.0,13.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,Moderate,Moderate,High,Moderate,High,Moderate,High,High,High,High,Moderate,Very High
364,Female,Third year,Mathematics,10-17,In the school's library,Alone,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization, Interactive workshops, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",Yes,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",1.0,Yes,2.0,4.0,You do not care about,5-7 hours,2.0,7.0,7.0,6.0,8.0,Pressure,Positively,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,12.0,12.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,High,Moderate,High,High,Moderate,Moderate,High,High,High,Moderate,High
365,Female,Second year,Mathematics,18-25,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Online documents, YouTube videos",No,Teachers' teaching method,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Private life problems,Lack of motivation,2.0,Yes,1.0,3.0,You do not care about,5-7 hours,4.0,10.0,7.0,7.0,8.0,Bad quality of internet,You do not care about,2,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Moderate,7.0,9.0,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Low,Low,Low,Moderate,Low,High
366,Male,Third year,Mathematics,10-17,At home,Alone,Online courses and tutorials,"Online tutorials, YouTube videos",No,Not having a good (powerful) computer,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,Private life problems,Lack of previous knowledge or experience in the field,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",1.0,Yes,1.0,5.0,You do not care about,5-7 hours,5.0,7.0,7.0,7.0,9.0,Bad quality of internet,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,11.0,12.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,High,High,Moderate,Moderate,Moderate,Moderate,Moderate,High,High,Moderate,High
