record_id,what is your gender,in which year of your studies are you currently enrolled,what was your bac specialty,how many hours per week do you spend studying personnal efforts,where do you prefer to study,you prefer to study,what learning methods do help you understand better,what types of resources do you use most,do you use a planer or a schedule in your revisions,for the next 8 questions you will have a list of problems obstacles classify them according to how much they influence your studies 1 first,2 second,3 third,4 fourth,5 fifth,6 sixth,7 seventh,8 eighth,other problems that you face,rate your satisfaction with the school s program,do you engage in any external activities not related to the study field,your level of motivation for joining ensia,how much do you like the field of artificial intelligence,how do other s feedback influence you,how many hours do you sleep,how well do you handle stress and pressure,in a scale of 1 to 10 how do you rate your level in the following fields 1 english,2 programming,3 computer science,4 mathematics,4 forth,how do others feedbacks influence you,year_ordinal,inferred_year_from_grades,1y average s1,1y average s2,1y average,1y foundational mathematics,1y dsa1,1y digital systems,1y information technology essentials,1y english 1,1y cpsct,1y oop,1y introduction to linux,1y linear algebra,1y mathematical analysis 1,1y introduction to statistics,1y english 2,1y intensive english,1y seminar,1y analysis i,1y algebra,1y a com i,1y intro prog c,1y analysis ii,1y a com ii,1y proba stat
139,Male,Fourth year,Mathematics,10-17,In the school's library,In peer,Project-based learning;Interactive workshops,Books;Online tutorials,No,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Private life problems,Bad quality of internet,Teaching language,"The not organized study schedule put by the school , some modules requires TD and they do not have ...",2.0,Yes,4.0,4.0,You do not care about,8 hours or more,2.0,9.0,9.0,9.0,7.0,Unknown,Unknown,4,2.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,
140,Female,Second year,Mathematics,10-17,In the school's library,Alone,Online courses and tutorials,Online tutorials;YouTube videos,No,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Private life problems,Not having a good (powerful) computer,Teaching language,Bad quality of internet,Lack of motivation,3.0,No,3.0,4.0,You do not care about,5-7 hours,2.0,7.0,6.0,6.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,13.0,14.0,Moderate,Moderate,High,High,High,High,,High,Low,High,High,Moderate,,,,,,,,,
141,Male,Second year,Science,26-33,In the school's library,Alone,"Learning by practicing, Interactive workshops","Online documents, YouTube videos",No,Pressure,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,Lack of motivation,2.0,Yes,3.0,4.0,You do not care about,5-7 hours,3.0,9.0,8.0,8.0,6.0,Private life problems,Positively,2,1.0,15.0,13.0,14.0,,,,,,High,High,,Moderate,,,,Very High,High,Very High,High,High,High,High,High,High
142,Male,Second year,Mathematics,10-17,In the school's library,Alone,Lectures;Learning by practicing;Online courses and tutorials,Online tutorials;Online documents,No,Teachers' teaching method,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Pressure,Teaching language,Not having a good (powerful) computer,Private life problems,"Not having a place to study at , I prefer studying in the school's library, but its full for most of the time and even if I find a place , the library is freezing cold , I cant stay there after 7pm, ive been facing the coldness issue since last year",2.0,No,3.0,5.0,Positively,5-7 hours,4.0,9.0,8.0,9.0,8.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,13.0,14.0,High,High,High,High,Very High,High,High,High,Moderate,Moderate,High,High,,,,,,,,,
143,Male,Third year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing;Project-based learning;Mind mapping and visualization,Books;YouTube videos,No,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Not having a good (powerful) computer,Teaching language,أيها الڨرڨور,3.0,No,5.0,5.0,You do not care about,8 hours or more,5.0,4.0,8.0,8.0,9.0,Bad quality of internet,You do not care about,3,2.0,15.0,13.0,14.0,High,Moderate,Moderate,Moderate,High,High,High,Moderate,Moderate,Very High,High,High,,,,,,,,,
144,Female,Second year,Science,18-25,In your room (dorms),Alone,"Learning by practicing, Project-based learning","Books, Online tutorials, Online documents, YouTube videos",Yes,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,4.0,5.0,You do not care about,5-7 hours,3.0,9.0,9.0,9.0,7.0,Bad quality of internet,You do not care about,2,1.0,15.0,13.0,14.0,,,,,,High,High,,Moderate,,,,Very High,High,Very High,High,High,High,High,Very High,Moderate
145,Male,Second year,Mathematics,10-17,In your room (dorms),Alone,Lectures;Learning by practicing,"Books;YouTube videos;chatgpt, course slides",No,Lack of time,Pressure,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Private life problems,Lack of motivation,4.0,Yes,4.0,4.0,You do not care about,8 hours or more,1.0,6.0,5.0,5.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,13.0,14.0,Moderate,High,High,High,Moderate,Moderate,High,High,Moderate,Moderate,High,Moderate,,,,,,,,,
146,Female,Second year,Mathematics,26-33,At home,Alone,"Lectures, Online courses and tutorials","Books, YouTube videos",No,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Lack of time,Lack of time,Pressure,Lack of motivation,3.0,Yes,5.0,5.0,You do not care about,5-7 hours,3.0,7.0,8.0,8.0,8.0,Lack of previous knowledge or experience in the field,Positively,2,1.0,15.0,13.0,14.0,,,,,,Very High,High,,Moderate,,,,High,High,Very High,High,High,High,High,High,High
147,Male,Second year,Mathematics,18-25,At home,Alone,Learning by practicing;Mind mapping and visualization;Online courses and tutorials,Books;Online documents;YouTube videos,Yes,Pressure,Lack of time,Teachers' teaching method,Bad quality of internet,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Not having a good (powerful) computer,Teaching language,Lack of motivation,3.0,No,4.0,5.0,Positively,5-7 hours,3.0,8.0,7.0,7.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,14.0,14.0,Very High,High,Moderate,High,Very High,High,High,High,Moderate,High,Very High,High,,,,,,,,,
148,Female,Second year,Technical maths,18-25,At home,Alone,Learning by practicing;Online courses and tutorials,YouTube videos,No,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Lack of motivation,1.0,No,5.0,2.0,You do not care about,5-7 hours,2.0,5.0,5.0,4.0,3.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,14.0,14.0,Moderate,Moderate,High,High,High,High,Moderate,High,Moderate,Moderate,Moderate,High,,,,,,,,,
149,Male,Third year,Mathematics,18-25,In your room (dorms),Alone,Lectures;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Bad quality of internet,Teaching language,Private life problems,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,3.0,4.0,You do not care about,8 hours or more,3.0,7.0,7.0,7.0,8.0,Bad quality of internet,You do not care about,3,2.0,15.0,14.0,14.0,High,Moderate,,,High,Moderate,High,,Moderate,High,High,High,,,,,,,,,
150,Male,Second year,Science,10-17,In your room (dorms),Alone,"Lectures, Learning by practicing, Online courses and tutorials",YouTube videos,No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,Private life problems,Lack of motivation,3.0,Yes,4.0,4.0,You do not care about,5-7 hours,3.0,6.0,8.0,5.0,4.0,Bad quality of internet,You do not care about,2,1.0,15.0,14.0,14.0,,,,,,Very High,High,,High,,,,Very High,High,Very High,High,High,High,Very High,Very High,High
151,Male,Second year,Mathematics,26-33,In the school's library,In peer,"Lectures, Learning by practicing, Mind mapping and visualization","Online tutorials, Online documents, YouTube videos",No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teaching language,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Lack of motivation,2.0,Yes,4.0,4.0,You do not care about,5-7 hours,4.0,7.0,9.0,7.0,8.0,Teachers' teaching method,Negatively,2,1.0,15.0,14.0,14.0,,,,,,Very High,High,,High,,,,High,High,Very High,High,High,Very High,High,Very High,High
152,Female,Second year,Science,More than 41 hours,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Lack of time,Pressure,Teaching language,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,Bad quality of internet,Not having a good (powerful) computer,Lack of motivation,2.0,No,3.0,3.0,You do not care about,5-7 hours,4.0,4.0,4.0,6.0,5.0,Lack of previous knowledge or experience in the field,Negatively,2,1.0,15.0,14.0,14.0,,,,,,Very High,High,,Moderate,,,,High,High,Very High,High,High,High,Very High,Very High,High
153,Female,Second year,Mathematics,18-25,In your room (dorms),Alone,Lectures;Learning by practicing,Online tutorials;Online documents;YouTube videos,No,Pressure,Lack of time,Teachers' teaching method,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Private life problems,Lack of motivation,3.0,Yes,4.0,4.0,You do not care about,5-7 hours,3.0,9.0,7.0,6.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,
154,Male,Second year,Science,10-17,At home,Alone,"Learning by practicing, Project-based learning, Mind mapping and visualization, Online courses and tutorials","Online documents, YouTube videos",No,Pressure,Lack of previous knowledge or experience in the field,Lack of time,Lack of previous knowledge or experience in the field,Bad quality of internet,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,Lack of motivation,2.0,No,2.0,3.0,You do not care about,5-7 hours,3.0,7.0,4.0,4.0,8.0,Private life problems,Positively,2,1.0,16.0,13.0,14.0,,,,,,High,High,,High,,,,High,Very High,Very High,Very High,Moderate,High,Very High,High,Moderate
155,Female,Second year,Science,18-25,In your room (dorms),Alone,"Lectures, Mind mapping and visualization, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Pressure,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teaching language,Lack of motivation,4.0,Yes,4.0,5.0,You do not care about,5-7 hours,3.0,7.0,6.0,6.0,6.0,Private life problems,Positively,2,1.0,16.0,13.0,14.0,,,,,,Very High,Moderate,,Moderate,,,,High,Very High,Very High,Very High,High,High,Very High,Very High,Moderate
156,Male,Second year,Science,18-25,In your room (dorms),Alone,Lectures;Online courses and tutorials,Books;Online tutorials;YouTube videos,No,Pressure,Teaching language,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Lack of time,Teachers' teaching method,Bad quality of internet,Private life problems,Lack of motivation,4.0,Yes,4.0,4.0,Positively,5-7 hours,5.0,6.0,9.0,8.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,14.0,16.0,15.0,Moderate,High,Moderate,Moderate,Low,Low,High,Moderate,High,High,High,Moderate,,,,,,,,,
157,Female,Second year,Technical maths,More than 41 hours,In the school's library,In peer,"Lectures, Learning by practicing",YouTube videos,No,Lack of previous knowledge or experience in the field,Pressure,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Bad quality of internet,Not having a good (powerful) computer,Private life problems,Lack of motivation,2.0,No,2.0,2.0,You do not care about,4 hours or less,1.0,6.0,7.0,3.0,9.0,Lack of time,You do not care about,2,1.0,15.0,14.0,15.0,,,,,,High,High,,High,,,,High,High,Very High,High,High,High,Very High,High,High
158,Male,Second year,Mathematics,18-25,In your room (dorms),Alone,Lectures;Learning by practicing,Books;YouTube videos,No,Lack of time,Pressure,Teachers' teaching method,Private life problems,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Bad quality of internet,Teaching language,Lack of motivation,2.0,Yes,4.0,4.0,You do not care about,4 hours or less,5.0,7.0,9.0,8.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,14.0,15.0,High,Very High,High,High,High,High,High,Very High,High,High,High,High,,,,,,,,,
159,Male,Second year,Mathematics,10-17,At home,Alone,"Learning by practicing, Project-based learning","Books, Online tutorials, Online documents, YouTube videos",No,Private life problems,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Lack of motivation,2.0,Yes,4.0,3.0,You do not care about,8 hours or more,3.0,7.0,7.0,7.0,7.0,Pressure,You do not care about,2,1.0,15.0,14.0,15.0,,,,,,High,High,,Moderate,,,,High,High,Very High,Very High,High,High,Very High,Very High,High
160,Male,Third year,Science,10-17,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning,Online documents;Slides,No,Pressure,Lack of time,Teachers' teaching method,Bad quality of internet,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Bad quality of internet,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,4.0,4.0,You do not care about,5-7 hours,5.0,8.0,8.0,8.0,7.0,Bad quality of internet,You do not care about,3,2.0,15.0,15.0,15.0,High,High,,,High,High,High,,High,High,Moderate,,,,,,,,,,
161,Male,Second year,Technical maths,26-33,In your room (dorms),Alone,Learning by practicing;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Pressure,Lack of time,Lack of time,Lack of previous knowledge or experience in the field,Bad quality of internet,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Lack of motivation,3.0,Yes,4.0,5.0,You do not care about,5-7 hours,4.0,7.0,8.0,8.0,8.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,High,Moderate,Very High,Moderate,High,High,High,High,High,Very High,Moderate,High,,,,,,,,,
162,Male,Third year,Mathematics,10-17,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning,Online documents;Lectures,No,Teachers' teaching method,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Bad quality of internet,Private life problems,Teachers' teaching method,"Neighbors and non sense discussions ,games",3.0,Yes,4.0,4.0,Negatively,5-7 hours,4.0,6.0,8.0,8.0,9.0,Bad quality of internet,You do not care about,3,2.0,15.0,15.0,15.0,Very High,Very High,,,High,High,High,,High,Very High,Moderate,,,,,,,,,,
163,Male,Second year,Mathematics,18-25,In the school's library,Alone,"Project-based learning, Online courses and tutorials",YouTube videos,No,Teachers' teaching method,Bad quality of internet,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Not having a good (powerful) computer,Private life problems,Teaching language,Lack of motivation,2.0,No,3.0,3.0,You do not care about,5-7 hours,1.0,2.0,6.0,4.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,,,,,,High,Very High,,High,,,,Very High,High,Very High,High,High,High,Very High,Very High,High
164,Female,Second year,Mathematics,10-17,In the school's library,In peer,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization;Online courses and tutorials,YouTube videos;Private courses,No,Teachers' teaching method,Lack of time,Bad quality of internet,Pressure,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Private life problems,Teaching language,Lack of motivation,3.0,Yes,4.0,4.0,You do not care about,8 hours or more,2.0,3.0,5.0,5.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,Moderate,High,Very High,Moderate,Moderate,High,High,High,Moderate,Moderate,Moderate,Moderate,,,,,,,,,
165,Female,Second year,Science,10-17,In your room (dorms),Alone,Mind mapping and visualization;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Lack of time,Pressure,Bad quality of internet,Teachers' teaching method,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Teaching language,Private life problems,Lack of motivation,3.0,No,4.0,4.0,Negatively,8 hours or more,4.0,9.0,7.0,7.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,High,High,High,Very High,Very High,High,High,Very High,Moderate,High,High,High,,,,,,,,,
166,Male,Second year,Technical maths,More than 41,In the school's library,Alone,Learning by practicing;Project-based learning;Online courses and tutorials,Books;Online tutorials;YouTube videos,No,Lack of time,Pressure,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Private life problems,Lack of motivation,3.0,Yes,4.0,5.0,Positively,5-7 hours,3.0,9.0,9.0,8.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,High,High,Very High,High,High,High,High,High,Moderate,High,High,High,,,,,,,,,
167,Male,Second year,Science,10-17,In your room (dorms),In peer,Lectures;Learning by practicing,YouTube videos,Yes,Pressure,Pressure,Lack of time,Pressure,Pressure,Pressure,Pressure,Pressure,غيشي,3.0,No,3.0,3.0,You do not care about,5-7 hours,5.0,7.0,6.0,6.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,2.0,15.0,15.0,15.0,Moderate,Moderate,Moderate,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,Very High,,,,,,,,,
168,Female,Second year,Mathematics,34-41,In the school's library,Alone,Lectures;Project-based learning;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,No,Lack of time,Teachers' teaching method,Bad quality of internet,Pressure,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Procrastination,2.0,Yes,4.0,5.0,You do not care about,5-7 hours,3.0,8.0,9.0,8.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,High,High,,Very High,Moderate,Moderate,High,High,High,Moderate,Very High,Moderate,,,,,,,,,
169,Male,Second year,Science,18-25,In your room (dorms),Alone,Lectures;Learning by practicing;Mind mapping and visualization,Books;Online documents;YouTube videos,Yes,Pressure,Lack of time,Private life problems,Teaching language,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Lack of motivation,3.0,Yes,5.0,5.0,You do not care about,8 hours or more,3.0,6.0,8.0,9.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,High,Moderate,High,High,Moderate,Moderate,Moderate,High,High,High,Low,Moderate,,,,,,,,,
170,Female,Second year,Science,26-33,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online documents, YouTube videos",Yes,Lack of previous knowledge or experience in the field,Pressure,Private life problems,Lack of previous knowledge or experience in the field,Lack of time,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Lack of motivation,4.0,Yes,5.0,5.0,You do not care about,5-7 hours,3.0,7.0,6.0,6.0,6.0,Teaching language,Positively,2,1.0,15.0,15.0,15.0,,,,,,Very High,Very High,,Moderate,,,,Very High,High,High,High,High,High,Very High,Very High,Moderate
171,Female,Third year,Science,34-41,In the school's library,With a group,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization,Online documents;YouTube videos;Chatgpt,No,Lack of time,Pressure,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Private life problems,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,No,3.0,3.0,Negatively,5-7 hours,2.0,7.0,5.0,5.0,4.0,Bad quality of internet,You do not care about,3,2.0,16.0,14.0,15.0,High,Moderate,,,Very High,High,Moderate,,Moderate,Very High,Moderate,,,,,,,,,,
172,Female,Second year,Science,34-41,In your room (dorms),With a group,"Lectures, Learning by practicing, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Private life problems,Lack of motivation,3.0,No,3.0,3.0,You do not care about,5-7 hours,2.0,8.0,7.0,5.0,6.0,Teachers' teaching method,Negatively,2,1.0,16.0,14.0,15.0,,,,,,Very High,High,,High,,,,Very High,Very High,Very High,High,High,High,Very High,High,High
173,Female,Third year,Science,18-25,In the school's library,Alone,Lectures;Learning by practicing;Project-based learning;Online courses and tutorials,YouTube videos;ChatGpt,No,Private life problems,Bad quality of internet,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,5.0,5.0,You do not care about,8 hours or more,1.0,7.0,7.0,6.0,5.0,Bad quality of internet,You do not care about,3,2.0,16.0,14.0,15.0,High,High,Moderate,,Very High,Very High,High,,Moderate,Very High,Moderate,Very High,,,,,,,,,
174,Female,Second year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Project-based learning, Online courses and tutorials",YouTube videos,Yes,Private life problems,Pressure,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,Lack of motivation,1.0,No,1.0,1.0,You do not care about,8 hours or more,3.0,8.0,8.0,5.0,6.0,Lack of time,Positively,2,1.0,16.0,15.0,15.0,,,,,,High,Very High,,Moderate,,,,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High
175,Female,Fourth year,Mathematics,10-17,In your room (dorms),Alone,Lectures;Learning by practicing;Project-based learning;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,Yes,Private life problems,Bad quality of internet,ما,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,you mentioned all,3.0,Yes,4.0,5.0,Positively,8 hours or more,3.0,9.0,8.0,8.0,8.0,Unknown,Unknown,4,3.0,16.0,15.0,15.0,Very High,High,High,High,High,Very High,Very High,High,Very High,Very High,Very High,High,,,,,,,,,
176,Male,Third year,Science,18-25,In your room (dorms),Alone,Project-based learning;Online courses and tutorials,Books,No,Lack of time,Pressure,Bad quality of internet,Lack of previous knowledge or experience in the field,Teaching language,Teachers' teaching method,Not having a good (powerful) computer,Private life problems,Library always crowded,3.0,Yes,3.0,4.0,Positively,5-7 hours,4.0,8.0,7.0,5.0,8.0,Bad quality of internet,You do not care about,3,2.0,17.0,14.0,15.0,High,High,,,Very High,High,High,,High,High,Moderate,Very High,,,,,,,,,
177,Male,Fourth year,Technical maths,18-25,In the school's library,Alone,Lectures;Learning by practicing;Project-based learning,Books;Online documents;Private courses,No,Lack of time,Pressure,Teachers' teaching method,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Not having a good (powerful) computer,"The not organized study schedule put by the school , some modules requires TD and they do not have ...",4.0,Yes,5.0,5.0,Positively,8 hours or more,4.0,9.0,9.0,7.0,6.0,Unknown,Unknown,4,3.0,14.0,17.0,16.0,,,,,,,,,,,,,,,,,,,,,
178,Male,Third year,Mathematics,10-17,At home,Alone,Learning by practicing,Books;Online documents,No,Lack of time,Teachers' teaching method,Private life problems,Pressure,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teaching language,Bad quality of internet,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,4.0,3.0,You do not care about,8 hours or more,4.0,8.0,8.0,8.0,9.0,Bad quality of internet,You do not care about,3,2.0,16.0,15.0,16.0,Very High,Very High,High,,Very High,High,Very High,,Moderate,Very High,High,Very High,,,,,,,,,
179,Male,Second year,Mathematics,18-25,At home,Alone,Lectures;Learning by practicing;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,Yes,Lack of time,Pressure,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,Bad quality of internet,Private life problems,Lack of motivation,3.0,No,4.0,5.0,You do not care about,5-7 hours,4.0,9.0,9.0,9.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,16.0,16.0,16.0,Very High,High,Very High,High,Very High,High,High,High,High,Very High,Very High,Very High,,,,,,,,,
180,Male,Third year,Science,34-41,In your room (dorms),Alone,Learning by practicing;Project-based learning,Online documents,No,Pressure,Lack of time,Teachers' teaching method,Private life problems,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Bad quality of internet,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,Yes,3.0,4.0,Positively,8 hours or more,4.0,8.0,6.0,6.0,7.0,Bad quality of internet,You do not care about,3,2.0,16.0,16.0,16.0,Very High,High,,,Very High,High,Very High,,High,Very High,Very High,Very High,,,,,,,,,
181,Male,Second year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization",Online documents,No,Teachers' teaching method,Bad quality of internet,Lack of time,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Pressure,Lack of previous knowledge or experience in the field,Teaching language,Lack of motivation,1.0,No,3.0,4.0,You do not care about,5-7 hours,5.0,8.0,7.0,7.0,8.0,Private life problems,Positively,2,1.0,16.0,16.0,16.0,,,,,,High,Very High,,High,,,,Very High,Very High,Very High,High,High,High,Very High,Very High,High
182,Female,Second year,Mathematics,26-33,In the school's library,Alone,Lectures;Learning by practicing;Mind mapping and visualization,Online documents;YouTube videos,No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,Teaching language,Bad quality of internet,Not having a good (powerful) computer,Lack of motivation,3.0,No,4.0,4.0,You do not care about,8 hours or more,3.0,9.0,8.0,8.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,16.0,16.0,16.0,High,High,Very High,High,High,Moderate,High,Very High,High,Very High,High,Moderate,,,,,,,,,
183,Male,Third year,Science,26-33,In your room (dorms),Alone,Learning by practicing;Mind mapping and visualization;Online courses and tutorials,Books;Online documents,No,Lack of time,Pressure,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,Yes,4.0,5.0,Positively,5-7 hours,3.0,8.0,8.0,8.0,7.0,Bad quality of internet,You do not care about,3,2.0,16.0,17.0,16.0,High,Very High,High,,High,Moderate,Very High,,High,Very High,High,,,,,,,,,,
184,Male,Second year,Science,18-25,In your room (dorms),Alone,Learning by practicing,"Books, Online documents",No,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Not having a good (powerful) computer,Private life problems,Teaching language,Lack of motivation,2.0,No,4.0,4.0,You do not care about,8 hours or more,3.0,8.0,9.0,9.0,8.0,Bad quality of internet,Negatively,2,1.0,16.0,17.0,16.0,,,,,,Very High,Very High,,High,,,,Very High,Very High,Very High,High,High,Very High,Very High,Very High,Very High
185,Male,Second year,Mathematics,18-25,In the school's library,Alone,Lectures,Books,No,Lack of time,Private life problems,Pressure,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,4.0,5.0,You do not care about,5-7 hours,4.0,8.0,8.0,8.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,16.0,17.0,16.0,,,,,,,,,,,,,,,,,,,,,
