record_id,timestamp,what is your gender,in which year of your studies are you currently enrolled,what was your bac specialty,how many hours per week do you spend studying personnal efforts,where do you prefer to study,you prefer to study,what learning methods do help you understand better,what types of resources do you use most,do you use a planer or a schedule in your revisions,for the next 8 questions you will have a list of problems obstacles classify them according to how much they influence your studies 1 first,2 second,3 third,4 fourth,5 fifth,6 sixth,7 seventh,8 eighth,other problems that you face,rate your satisfaction with the school s program,do you engage in any external activities not related to the study field,your level of motivation for joining ensia,how much do you like the field of artificial intelligence,how do other s feedback influence you,how many hours do you sleep,how well do you handle stress and pressure,in a scale of 1 to 10 how do you rate your level in the following fields 1 english,2 programming,3 computer science,4 mathematics,1y average s1,1y average s2,1y average,2y average s1,2y average s2,2y average,3y average s1,3y average s2,3y average,1y foundational mathematics,1y dsa1,1y digital systems,1y information technology essentials,1y english 1,1y cpsct,1y oop,1y introduction to linux,1y linear algebra,1y mathematical analysis 1,1y introduction to statistics,1y english 2,2y dsa 2,2y logic,2y mathematical analysis 2,2y databases,2y probability,2y web development,2y introduction to business,2y theory of computing,2y operating systems,2y computer architecture,2y statistical inference,2y introduction to ai,2y mathematical analysis 3,2y electronic circuits labs,3y data mining,3y operations research,3y stochastic,3y software engineering,3y networks and protocols,3y mobile development,3y entrepreneurship and innovation,3y machine learning,3y numerical methods and optimisation,3y time series,3y advanced databases,3y computer and network security,4 forth,how do others feedbacks influence you,1y intensive english,1y seminar,1y analysis i,1y algebra,1y a com i,1y intro prog c,1y analysis ii,1y a com ii,1y proba stat,2y analysis iii,2y dsa,2y archi 1,2y complexity,2y proba stat ii,2y lin alg ii,2y intro ai,2y oper res,2y archi ii,2y oper syst,2y soft eng,2y web prog,2y intro busin
367,,Male,Third year,Technical maths,18-25,In your room (dorms),Alone,"Learning by practicing, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Bad quality of internet,Pressure,Lack of time,,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,Private life problems,,2,No,3,4,,8 hours or more,3,8,7,6,6,,,,High,12.0,13.0,,,,,,,,,,,,,,,,,High,,High,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,You do not care about,,,,,,,,,,Very High,High,High,High,High,High,Moderate,High,High,High,High,Moderate,High
368,,Male,First year,Science,10-17,In the school's library,In peer,Mind mapping and visualization,YouTube videos,No,Teaching language,Pressure,Bad quality of internet,,Bad quality of internet,Not having a good (powerful) computer,Private life problems,Lack of previous knowledge or experience in the field,,4,No,5,5,,5-7 hours,5,3,7,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of time,You do not care about,,,,,,,,,,,,,,,,,,,,,,
369,2025/01/08 10:10:43 PM GMT+1,Male,First year,Mathematics,10-17,At home,Alone,Learning by practicing;Online courses and tutorials,Online tutorials;YouTube videos,No,Lack of time,Pressure,Lack of previous knowledge or experience in the field,Bad quality of internet,Not having a good (powerful) computer,Teachers' teaching method,Teaching language,Private life problems,,3,Yes,4,4,Positively,8 hours or more,4,8,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,Female,First year,Science,10-17,In the school's library,Alone,"Learning by practicing, Mind mapping and visualization, Interactive workshops","Online tutorials, YouTube videos",No,Lack of time,Pressure,Teaching language,,Lack of previous knowledge or experience in the field,Private life problems,Not having a good (powerful) computer,Bad quality of internet,,3,No,4,4,,5-7 hours,3,5,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teachers' teaching method,You do not care about,,,,,,,,,,,,,,,,,,,,,,
371,2025/01/08 6:03:06 PM GMT+1,Female,First year,Mathematics,26-33,In your room (dorms),Alone,Mind mapping and visualization,Online documents,No,Lack of time,Pressure,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Private life problems,Not having a good (powerful) computer,It can all be summed in LACK OF TIME,3,Yes,5,4,You do not care about,5-7 hours,3,10,7,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,2025/01/16 11:45:42 PM GMT+1,Female,First year,Mathematics,18-25,In the school's library,Alone,Lectures;Learning by practicing;Mind mapping and visualization;Interactive workshops,Books;YouTube videos,No,Lack of time,Pressure,Lack of previous knowledge or experience in the field,Private life problems,Bad quality of internet,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,,3,Yes,4,5,Positively,5-7 hours,3,8,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,2025/01/08 6:20:22 PM GMT+1,Female,First year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing,Online tutorials;YouTube videos,No,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Private life problems,Bad quality of internet,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,,2,No,3,4,You do not care about,5-7 hours,2,8,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,Female,First year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing,"Books, YouTube videos",Yes,Lack of previous knowledge or experience in the field,Pressure,Lack of time,,Teaching language,Bad quality of internet,Not having a good (powerful) computer,Private life problems,,3,No,5,5,,5-7 hours,3,4,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teachers' teaching method,Negatively,,,,,,,,,,,,,,,,,,,,,,
375,,Female,First year,Mathematics,18-25,In the dorms' library,Alone,"Learning by practicing, Online courses and tutorials","Books, Online documents",No,Bad quality of internet,Pressure,Lack of time,,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teaching language,,3,No,3,4,,4 hours or less,3,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private life problems,You do not care about,,,,,,,,,,,,,,,,,,,,,,
376,2025/01/11 10:44:44 PM GMT+1,Female,First year,Mathematics,26-33,In the school's library,Alone,Learning by practicing;Project-based learning;Interactive workshops,Books;Online documents;YouTube videos,No,Pressure,Pressure,Lack of time,Pressure,Teachers' teaching method,Lack of time,Lack of time,Lack of time,,3,No,4,5,Positively,5-7 hours,3,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2025/01/08 6:04:34 PM GMT+1,Male,First year,Science,18-25,In the school's library,Alone,Learning by practicing,Books,No,Lack of time,Pressure,Teaching language,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Bad quality of internet,Teachers' teaching method,Private life problems,,2,No,3,5,Positively,8 hours or more,5,5,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,2025/01/09 9:14:32 AM GMT+1,Female,First year,Science,10-17,In your room (dorms),Alone,Interactive workshops,Online documents;YouTube videos,No,Lack of time,Pressure,Lack of previous knowledge or experience in the field,Teaching language,Teachers' teaching method,Not having a good (powerful) computer,Bad quality of internet,Private life problems,,4,No,5,5,You do not care about,8 hours or more,4,6,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2025/01/08 9:17:38 PM GMT+1,Female,First year,Mathematics,18-25,At home,Alone,Learning by practicing;Project-based learning,Online tutorials;YouTube videos,No,Pressure,Private life problems,Lack of time,Teachers' teaching method,Bad quality of internet,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teaching language,I can't focus and always anxious.,2,No,1,2,Positively,5-7 hours,1,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,Male,First year,Mathematics,18-25,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, Online documents, YouTube videos, Private courses",No,Pressure,Private life problems,Lack of time,,Not having a good (powerful) computer,Bad quality of internet,Lack of previous knowledge or experience in the field,Teachers' teaching method,,3,Yes,4,5,,5-7 hours,2,7,7,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teaching language,Negatively,,,,,,,,,,,,,,,,,,,,,,
381,,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Online courses and tutorials","Online tutorials, YouTube videos",No,Pressure,Teachers' teaching method,Lack of time,,Lack of previous knowledge or experience in the field,Private life problems,Private life problems,Not having a good (powerful) computer,,2,Yes,3,4,,8 hours or more,4,8,7,7,9,,,,High,10.0,11.0,,,,,,,,,,,,,,,,,Moderate,,High,,,,,,,,,,,,,,,,,,,,,,,Bad quality of internet,You do not care about,,,,,,,,,,High,High,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Moderate,High
382,2025/01/08 8:05:42 PM GMT+1,Female,First year,Mathematics,10-17,In your room (dorms),Alone,Mind mapping and visualization;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,Yes,Lack of time,Teachers' teaching method,Teaching language,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Pressure,Not having a good (powerful) computer,,3,Yes,4,4,You do not care about,5-7 hours,4,5,7,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,Female,First year,Science,18-25,In your room (dorms),In peer,"Lectures, Learning by practicing","Books, Online documents, YouTube videos, other universities courses",No,Lack of time,Teachers' teaching method,Bad quality of internet,,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Private life problems,,3,Yes,4,3,,8 hours or more,4,8,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pressure,You do not care about,,,,,,,,,,,,,,,,,,,,,,
384,,Male,First year,Mathematics,34-41,In the dorms' library,Alone,"Learning by practicing, Mind mapping and visualization","Books, Online documents, YouTube videos, Other schools' worksheets",No,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,,Bad quality of internet,Pressure,Private life problems,Teaching language,,2,No,5,5,,5-7 hours,2,9,7,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not having a good (powerful) computer,Negatively,,,,,,,,,,,,,,,,,,,,,,
385,,Female,First year,Science,18-25,At home,Alone,"Learning by practicing, Online courses and tutorials",YouTube videos,No,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of time,,Private life problems,Pressure,Private life problems,Not having a good (powerful) computer,,3,Yes,2,3,,5-7 hours,2,4,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad quality of internet,Positively,,,,,,,,,,,,,,,,,,,,,,
386,2025/01/09 12:26:52 AM GMT+1,Female,First year,Mathematics,10-17,In your room (dorms),Alone,Lectures,Online documents,No,Private life problems,Teachers' teaching method,Not having a good (powerful) computer,Lack of time,Pressure,Lack of previous knowledge or experience in the field,Bad quality of internet,Teaching language,"Not having the desire to study,.",1,Yes,1,2,You do not care about,8 hours or more,5,7,7,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,Male,First year,Mathematics,10-17,In your room (dorms),In peer,Mind mapping and visualization,YouTube videos,No,Private life problems,Teachers' teaching method,Lack of previous knowledge or experience in the field,,Pressure,Teaching language,Bad quality of internet,Not having a good (powerful) computer,,3,Yes,3,3,,5-7 hours,3,7,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of time,You do not care about,,,,,,,,,,,,,,,,,,,,,,
388,,Female,First year,Mathematics,10-17,In your room (dorms),Alone,Online courses and tutorials,YouTube videos,No,Private life problems,Teachers' teaching method,Lack of previous knowledge or experience in the field,,Lack of time,Not having a good (powerful) computer,Bad quality of internet,Bad quality of internet,,2,No,2,2,,8 hours or more,2,8,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teaching language,Negatively,,,,,,,,,,,,,,,,,,,,,,
389,,Male,First year,Science,26-33,In your room (dorms),Alone,"Lectures, Learning by practicing, Interactive workshops, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Pressure,Teachers' teaching method,Lack of time,,Bad quality of internet,Private life problems,Teaching language,Not having a good (powerful) computer,,3,No,5,5,,5-7 hours,3,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,You do not care about,,,,,,,,,,,,,,,,,,,,,,
390,,Female,First year,Mathematics,18-25,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials",Online documents,Yes,Pressure,Teachers' teaching method,Lack of time,,Private life problems,Bad quality of internet,Not having a good (powerful) computer,Teaching language,,4,No,5,5,,8 hours or more,4,8,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,Positively,,,,,,,,,,,,,,,,,,,,,,
391,2025/01/08 6:19:37 PM GMT+1,Male,First year,Mathematics,26-33,In your room (dorms),Alone,Lectures;Learning by practicing;Mind mapping and visualization,Online documents;YouTube videos,No,Pressure,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Private life problems,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Teaching language,Too many projects and homework especially in critical thinking and english (chami) useless course,3,No,4,4,Negatively,8 hours or more,4,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,Male,First year,Mathematics,18-25,In your room (dorms),Alone,"Learning by practicing, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Lack of time,Teaching language,Lack of previous knowledge or experience in the field,,Pressure,Not having a good (powerful) computer,Pressure,Bad quality of internet,,3,Yes,5,5,,8 hours or more,3,6,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teachers' teaching method,Positively,,,,,,,,,,,,,,,,,,,,,,
393,,Male,First year,Mathematics,18-25,In your room (dorms),Alone,"Lectures, Learning by practicing, Interactive workshops, Online courses and tutorials","Online tutorials, YouTube videos",No,Bad quality of internet,Teaching language,Teachers' teaching method,,Lack of time,Private life problems,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,,3,No,3,4,,8 hours or more,2,6,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pressure,Positively,,,,,,,,,,,,,,,,,,,,,,
394,,Female,Third year,Mathematics,10-17,In the school's library,Alone,"Lectures, Learning by practicing","Books, YouTube videos",No,Private life problems,Bad quality of internet,Lack of previous knowledge or experience in the field,,Pressure,Lack of time,Teachers' teaching method,Teaching language,,3,No,1,1,,8 hours or more,3,8,8,6,2,,,,Moderate,11.0,11.0,,,,,,,,,,,,,,,,,Moderate,,High,,,,,,,,,,,,,,,,,,,,,,,Not having a good (powerful) computer,Negatively,,,,,,,,,,High,High,Moderate,High,Moderate,High,Low,Moderate,High,High,Moderate,High,High
395,,Female,First year,Science,18-25,In the school's library,Alone,Learning by practicing,YouTube videos,No,Lack of time,Bad quality of internet,Pressure,,Teachers' teaching method,Teaching language,Private life problems,Not having a good (powerful) computer,,3,No,4,4,,8 hours or more,3,8,8,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,You do not care about,,,,,,,,,,,,,,,,,,,,,,
396,2025/01/08 6:25:18 PM GMT+1,Male,First year,Mathematics,10-17,In your room (dorms),Alone,Lectures,Books;Online documents;special platforms like math exchange,No,Pressure,Bad quality of internet,Lack of time,Teaching language,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,Not having a good (powerful) computer,being obliged to study modules that I'm not interested in like CTCS,2,Yes,2,3,You do not care about,8 hours or more,3,5,8,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,Male,First year,Mathematics,26-33,In your room (dorms),With a group,"Learning by practicing, Interactive workshops","Books, Online documents, YouTube videos",No,Lack of time,Bad quality of internet,Pressure,,Teachers' teaching method,Teaching language,Private life problems,Not having a good (powerful) computer,,3,No,4,5,,4 hours or less,3,7,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,You do not care about,,,,,,,,,,,,,,,,,,,,,,
398,,Male,First year,Technical maths,18-25,In your room (dorms),Alone,"Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Lack of time,Bad quality of internet,Teachers' teaching method,,Pressure,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Private life problems,,3,Yes,3,5,,4 hours or less,5,6,8,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teaching language,You do not care about,,,,,,,,,,,,,,,,,,,,,,
399,,Female,First year,Mathematics,18-25,In the dorms' library,Alone,Lectures,Books,No,Lack of time,Bad quality of internet,Teachers' teaching method,,Private life problems,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teaching language,,2,No,3,4,,5-7 hours,3,9,8,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pressure,You do not care about,,,,,,,,,,,,,,,,,,,,,,
400,,Male,First year,Science,18-25,In your room (dorms),Alone,"Lectures, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",No,Lack of previous knowledge or experience in the field,Bad quality of internet,Lack of time,,Teachers' teaching method,Not having a good (powerful) computer,Private life problems,Not having a good (powerful) computer,,3,Yes,4,4,,5-7 hours,3,8,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pressure,You do not care about,,,,,,,,,,,,,,,,,,,,,,
401,2025/01/08 6:00:12 PM GMT+1,Female,First year,Science,18-25,In your room (dorms),Alone,Learning by practicing,Online tutorials,Yes,Pressure,Bad quality of internet,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Not having a good (powerful) computer,Teachers' teaching method,Private life problems,,3,Yes,4,5,Positively,5-7 hours,3,9,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,Male,First year,Science,10-17,At home,Alone,"Learning by practicing, Project-based learning, Mind mapping and visualization","Books, YouTube videos, Mentors, experts and my parents.",Yes,Teachers' teaching method,Bad quality of internet,Pressure,,Pressure,Private life problems,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,,3,No,5,5,,4 hours or less,3,7,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of time,You do not care about,,,,,,,,,,,,,,,,,,,,,,
403,,Female,First year,Mathematics,More than 41 hours,In the school's library,Alone,"Lectures, Learning by practicing, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Lack of time,Bad quality of internet,Pressure,,Teachers' teaching method,Not having a good (powerful) computer,Private life problems,Teaching language,,3,No,5,5,,5-7 hours,3,10,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,You do not care about,,,,,,,,,,,,,,,,,,,,,,
404,,Male,First year,Science,26-33,In the school's library,Alone,Online courses and tutorials,YouTube videos,Yes,Private life problems,Bad quality of internet,Pressure,,Lack of time,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,,4,No,5,5,,5-7 hours,3,8,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,Positively,,,,,,,,,,,,,,,,,,,,,,
405,,Female,Third year,Mathematics,26-33,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization","Books, Online documents, YouTube videos",No,Pressure,Lack of previous knowledge or experience in the field,Teachers' teaching method,,Bad quality of internet,Private life problems,Teaching language,Not having a good (powerful) computer,,2,No,3,4,,5-7 hours,3,7,8,6,6,,,,Moderate,11.0,11.0,,,,,,,,,,,,,,,,,Moderate,,High,,,,,,,,,,,,,,,,,,,,,,,Lack of time,Positively,,,,,,,,,,High,High,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,High,High,High
406,,Male,Third year,Mathematics,18-25,In your room (dorms),Alone,"Learning by practicing, Project-based learning","Books, Online documents",No,Private life problems,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,,Not having a good (powerful) computer,Lack of time,Bad quality of internet,Teaching language,,3,Yes,4,5,,5-7 hours,3,9,8,8,7,,,,High,11.0,13.0,,,,,,,,,,,,,,,,,Moderate,,High,,,,,,,,,,,,,,,,,,,,,,,Teachers' teaching method,You do not care about,,,,,,,,,,Very High,High,High,High,High,High,Low,Moderate,High,High,High,High,High
407,,Male,Third year,Mathematics,18-25,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, YouTube videos",No,Bad quality of internet,Lack of previous knowledge or experience in the field,Teachers' teaching method,,Not having a good (powerful) computer,Pressure,Teaching language,Private life problems,,3,No,5,5,,5-7 hours,4,7,8,8,8,,,,High,12.0,13.0,,,,,,,,,,,,,,,,,High,,High,,,,,,,,,,,,,,,,,,,,,,,Lack of time,Positively,,,,,,,,,,Very High,High,Moderate,High,High,High,Moderate,High,High,High,High,High,High
408,,Female,Third year,Mathematics,34-41,In the school's library,Alone,"Project-based learning, Mind mapping and visualization","Online tutorials, YouTube videos",Yes,Pressure,Lack of previous knowledge or experience in the field,Lack of time,,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Teaching language,,2,No,4,5,,5-7 hours,4,8,8,8,7,,,,High,12.0,13.0,,,,,,,,,,,,,,,,,High,,Very High,,,,,,,,,,,,,,,,,,,,,,,Teachers' teaching method,You do not care about,,,,,,,,,,High,High,High,High,High,High,Low,Moderate,High,High,High,High,High
409,,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,"Lectures, Learning by practicing",Online documents,Yes,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,,Pressure,Lack of time,Not having a good (powerful) computer,Not having a good (powerful) computer,,4,No,4,4,,5-7 hours,3,9,8,9,4,,,,High,13.0,13.0,,,,,,,,,,,,,,,,,High,,High,,,,,,,,,,,,,,,,,,,,,,,Teachers' teaching method,You do not care about,,,,,,,,,,High,High,High,High,High,Moderate,Moderate,High,High,High,High,High,High
410,,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Online tutorials, YouTube videos",No,Bad quality of internet,Lack of previous knowledge or experience in the field,Teachers' teaching method,,Lack of time,Pressure,Not having a good (powerful) computer,Teaching language,,3,Yes,3,2,,5-7 hours,3,9,8,7,7,,,,High,12.0,14.0,,,,,,,,,,,,,,,,,High,,High,,,,,,,,,,,,,,,,,,,,,,,Private life problems,Positively,,,,,,,,,,Very High,Very High,High,Very High,High,High,Moderate,High,High,High,High,Moderate,High
411,,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Project-based learning, Mind mapping and visualization, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",Yes,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,,3,No,3,5,,5-7 hours,4,9,8,8,7,,,,High,13.0,14.0,,,,,,,,,,,,,,,,,High,,High,,,,,,,,,,,,,,,,,,,,,,,Teachers' teaching method,Positively,,,,,,,,,,Very High,High,Very High,Very High,High,High,Moderate,Moderate,High,High,High,High,High
412,,Female,First year,Science,34-41,In the school's library,In peer,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials",YouTube videos,Yes,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,,Private life problems,Bad quality of internet,Teaching language,Not having a good (powerful) computer,,2,No,1,1,,5-7 hours,3,9,8,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of time,Negatively,,,,,,,,,,,,,,,,,,,,,,
413,2025/01/08 11:43:51 PM GMT+1,Female,Fourth year,Mathematics,18-25,In your room (dorms),Alone,Learning by practicing;Mind mapping and visualization,Books;Online tutorials;Online documents,No,Lack of time,Lack of previous knowledge or experience in the field,ما,Bad quality of internet,Teachers' teaching method,Not having a good (powerful) computer,Private life problems,Teaching language,,3,Yes,2,4,You do not care about,5-7 hours,3,9,8,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,2025/01/08 6:53:44 PM GMT+1,Male,First year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing;Project-based learning,Online documents;YouTube videos,No,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of time,Private life problems,Pressure,Not having a good (powerful) computer,Teachers' teaching method,Teaching language,,3,Yes,4,4,You do not care about,5-7 hours,5,8,8,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,Male,First year,Science,26-33,In your room (dorms),Alone,"Lectures, Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Lack of time,,Bad quality of internet,Teaching language,Pressure,Private life problems,,3,Yes,4,5,,5-7 hours,5,8,8,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teachers' teaching method,Positively,,,,,,,,,,,,,,,,,,,,,,
416,,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Bad quality of internet,Lack of time,Pressure,,Not having a good (powerful) computer,Private life problems,Lack of previous knowledge or experience in the field,Teaching language,,3,No,3,4,,5-7 hours,3,9,8,7,7,,,,High,12.0,13.0,,,,,,,,,,,,,,,,,High,,High,,,,,,,,,,,,,,,,,,,,,,,Teachers' teaching method,You do not care about,,,,,,,,,,Very High,High,High,High,Moderate,Moderate,Moderate,Moderate,High,High,High,High,Very High
417,,Female,Third year,Mathematics,10-17,In your room (dorms),In peer,"Lectures, Learning by practicing, Project-based learning","Online tutorials, Online documents",No,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Teaching language,,2,Yes,3,5,,5-7 hours,3,8,8,8,9,,,,High,12.0,13.0,,,,,,,,,,,,,,,,,Moderate,,High,,,,,,,,,,,,,,,,,,,,,,,Pressure,You do not care about,,,,,,,,,,Very High,High,Moderate,High,High,High,Moderate,Moderate,Moderate,High,High,High,High
