record_id,what is your gender,in which year of your studies are you currently enrolled,what was your bac specialty,how many hours per week do you spend studying personnal efforts,where do you prefer to study,you prefer to study,what learning methods do help you understand better,what types of resources do you use most,do you use a planer or a schedule in your revisions,for the next 8 questions you will have a list of problems obstacles classify them according to how much they influence your studies 1 first,2 second,3 third,4 fourth,5 fifth,6 sixth,7 seventh,8 eighth,other problems that you face,rate your satisfaction with the school s program,do you engage in any external activities not related to the study field,your level of motivation for joining ensia,how much do you like the field of artificial intelligence,how do other s feedback influence you,how many hours do you sleep,how well do you handle stress and pressure,in a scale of 1 to 10 how do you rate your level in the following fields 1 english,2 programming,3 computer science,4 mathematics,4 forth,how do others feedbacks influence you,year_ordinal,inferred_year_from_grades,1y average s1,1y average s2,1y average,1Y_math_avg,1Y_math_n,1Y_programming_avg,1Y_programming_n,1Y_other_avg,1Y_other_n,1Y_all_modules_avg,1Y_all_modules_n
148,Female,Second year,Technical maths,18-25,At home,Alone,Learning by practicing;Online courses and tutorials,YouTube videos,No,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Lack of motivation,1.0,No,5.0,2.0,You do not care about,5-7 hours,2.0,5.0,5.0,4.0,3.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,14.0,14.0,3.0,4,3.3333333333333335,3,4.0,5,3.5,12
149,Male,Third year,Mathematics,18-25,In your room (dorms),Alone,Lectures;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Bad quality of internet,Teaching language,Private life problems,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,3.0,4.0,You do not care about,8 hours or more,3.0,7.0,7.0,7.0,8.0,Bad quality of internet,You do not care about,3,2.0,15.0,14.0,14.0,3.75,4,3.5,2,3.6666666666666665,3,3.6666666666666665,9
150,Male,Second year,Science,10-17,In your room (dorms),Alone,"Lectures, Learning by practicing, Online courses and tutorials",YouTube videos,No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,Private life problems,Lack of motivation,3.0,Yes,4.0,4.0,You do not care about,5-7 hours,3.0,6.0,8.0,5.0,4.0,Bad quality of internet,You do not care about,2,1.0,15.0,14.0,14.0,4.4,5,4.0,2,4.6,5,4.416666666666667,12
151,Male,Second year,Mathematics,26-33,In the school's library,In peer,"Lectures, Learning by practicing, Mind mapping and visualization","Online tutorials, Online documents, YouTube videos",No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teaching language,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Lack of motivation,2.0,Yes,4.0,4.0,You do not care about,5-7 hours,4.0,7.0,9.0,7.0,8.0,Teachers' teaching method,Negatively,2,1.0,15.0,14.0,14.0,4.2,5,4.5,2,4.4,5,4.333333333333333,12
152,Female,Second year,Science,More than 41 hours,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Lack of time,Pressure,Teaching language,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,Bad quality of internet,Not having a good (powerful) computer,Lack of motivation,2.0,No,3.0,3.0,You do not care about,5-7 hours,4.0,4.0,4.0,6.0,5.0,Lack of previous knowledge or experience in the field,Negatively,2,1.0,15.0,14.0,14.0,4.2,5,4.0,2,4.4,5,4.25,12
153,Female,Second year,Mathematics,18-25,In your room (dorms),Alone,Lectures;Learning by practicing,Online tutorials;Online documents;YouTube videos,No,Pressure,Lack of time,Teachers' teaching method,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Private life problems,Lack of motivation,3.0,Yes,4.0,4.0,You do not care about,5-7 hours,3.0,9.0,7.0,6.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,14.0,14.0,3.5,0,3.6666666666666665,0,4.0,0,3.6666666666666665,0
154,Male,Second year,Science,10-17,At home,Alone,"Learning by practicing, Project-based learning, Mind mapping and visualization, Online courses and tutorials","Online documents, YouTube videos",No,Pressure,Lack of previous knowledge or experience in the field,Lack of time,Lack of previous knowledge or experience in the field,Bad quality of internet,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,Lack of motivation,2.0,No,2.0,3.0,You do not care about,5-7 hours,3.0,7.0,4.0,4.0,8.0,Private life problems,Positively,2,1.0,16.0,13.0,14.0,4.4,5,4.0,2,4.0,5,4.166666666666667,12
155,Female,Second year,Science,18-25,In your room (dorms),Alone,"Lectures, Mind mapping and visualization, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Pressure,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teaching language,Lack of motivation,4.0,Yes,4.0,5.0,You do not care about,5-7 hours,3.0,7.0,6.0,6.0,6.0,Private life problems,Positively,2,1.0,16.0,13.0,14.0,4.2,5,3.5,2,4.6,5,4.25,12
156,Male,Second year,Science,18-25,In your room (dorms),Alone,Lectures;Online courses and tutorials,Books;Online tutorials;YouTube videos,No,Pressure,Teaching language,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Lack of time,Teachers' teaching method,Bad quality of internet,Private life problems,Lack of motivation,4.0,Yes,4.0,4.0,Positively,5-7 hours,5.0,6.0,9.0,8.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,14.0,16.0,15.0,3.75,4,3.6666666666666665,3,2.6,5,3.25,12
157,Female,Second year,Technical maths,More than 41 hours,In the school's library,In peer,"Lectures, Learning by practicing",YouTube videos,No,Lack of previous knowledge or experience in the field,Pressure,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Bad quality of internet,Not having a good (powerful) computer,Private life problems,Lack of motivation,2.0,No,2.0,2.0,You do not care about,4 hours or less,1.0,6.0,7.0,3.0,9.0,Lack of time,You do not care about,2,1.0,15.0,14.0,15.0,4.4,5,4.0,2,4.0,5,4.166666666666667,12
158,Male,Second year,Mathematics,18-25,In your room (dorms),Alone,Lectures;Learning by practicing,Books;YouTube videos,No,Lack of time,Pressure,Teachers' teaching method,Private life problems,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Bad quality of internet,Teaching language,Lack of motivation,2.0,Yes,4.0,4.0,You do not care about,4 hours or less,5.0,7.0,9.0,8.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,14.0,15.0,4.0,4,4.666666666666667,3,4.0,5,4.166666666666667,12
159,Male,Second year,Mathematics,10-17,At home,Alone,"Learning by practicing, Project-based learning","Books, Online tutorials, Online documents, YouTube videos",No,Private life problems,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Lack of motivation,2.0,Yes,4.0,3.0,You do not care about,8 hours or more,3.0,7.0,7.0,7.0,7.0,Pressure,You do not care about,2,1.0,15.0,14.0,15.0,4.4,5,4.0,2,4.2,5,4.25,12
160,Male,Third year,Science,10-17,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning,Online documents;Slides,No,Pressure,Lack of time,Teachers' teaching method,Bad quality of internet,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Bad quality of internet,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,4.0,4.0,You do not care about,5-7 hours,5.0,8.0,8.0,8.0,7.0,Bad quality of internet,You do not care about,3,2.0,15.0,15.0,15.0,3.75,4,4.0,2,4.0,2,3.875,8
161,Male,Second year,Technical maths,26-33,In your room (dorms),Alone,Learning by practicing;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Pressure,Lack of time,Lack of time,Lack of previous knowledge or experience in the field,Bad quality of internet,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Lack of motivation,3.0,Yes,4.0,5.0,You do not care about,5-7 hours,4.0,7.0,8.0,8.0,8.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,4.0,4,3.6666666666666665,3,4.0,5,3.9166666666666665,12
162,Male,Third year,Mathematics,10-17,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning,Online documents;Lectures,No,Teachers' teaching method,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Bad quality of internet,Private life problems,Teachers' teaching method,"Neighbors and non sense discussions ,games",3.0,Yes,4.0,4.0,Negatively,5-7 hours,4.0,6.0,8.0,8.0,9.0,Bad quality of internet,You do not care about,3,2.0,15.0,15.0,15.0,4.25,4,4.5,2,4.0,2,4.25,8
163,Male,Second year,Mathematics,18-25,In the school's library,Alone,"Project-based learning, Online courses and tutorials",YouTube videos,No,Teachers' teaching method,Bad quality of internet,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Not having a good (powerful) computer,Private life problems,Teaching language,Lack of motivation,2.0,No,3.0,3.0,You do not care about,5-7 hours,1.0,2.0,6.0,4.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,4.4,5,4.5,2,4.4,5,4.416666666666667,12
164,Female,Second year,Mathematics,10-17,In the school's library,In peer,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization;Online courses and tutorials,YouTube videos;Private courses,No,Teachers' teaching method,Lack of time,Bad quality of internet,Pressure,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Private life problems,Teaching language,Lack of motivation,3.0,Yes,4.0,4.0,You do not care about,8 hours or more,2.0,3.0,5.0,5.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,3.0,4,4.0,3,3.6,5,3.5,12
165,Female,Second year,Science,10-17,In your room (dorms),Alone,Mind mapping and visualization;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Lack of time,Pressure,Bad quality of internet,Teachers' teaching method,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Teaching language,Private life problems,Lack of motivation,3.0,No,4.0,4.0,Negatively,8 hours or more,4.0,9.0,7.0,7.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,3.75,4,4.333333333333333,3,4.4,5,4.166666666666667,12
166,Male,Second year,Technical maths,More than 41,In the school's library,Alone,Learning by practicing;Project-based learning;Online courses and tutorials,Books;Online tutorials;YouTube videos,No,Lack of time,Pressure,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Private life problems,Lack of motivation,3.0,Yes,4.0,5.0,Positively,5-7 hours,3.0,9.0,9.0,8.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,3.75,4,4.0,3,4.2,5,4.0,12
167,Male,Second year,Science,10-17,In your room (dorms),In peer,Lectures;Learning by practicing,YouTube videos,Yes,Pressure,Pressure,Lack of time,Pressure,Pressure,Pressure,Pressure,Pressure,غيشي,3.0,No,3.0,3.0,You do not care about,5-7 hours,5.0,7.0,6.0,6.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,2.0,15.0,15.0,15.0,3.0,4,3.0,3,3.6,5,3.25,12
168,Female,Second year,Mathematics,34-41,In the school's library,Alone,Lectures;Project-based learning;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,No,Lack of time,Teachers' teaching method,Bad quality of internet,Pressure,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Procrastination,2.0,Yes,4.0,5.0,You do not care about,5-7 hours,3.0,8.0,9.0,8.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,4.0,4,4.0,3,3.5,4,3.8181818181818183,11
169,Male,Second year,Science,18-25,In your room (dorms),Alone,Lectures;Learning by practicing;Mind mapping and visualization,Books;Online documents;YouTube videos,Yes,Pressure,Lack of time,Private life problems,Teaching language,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Lack of motivation,3.0,Yes,5.0,5.0,You do not care about,8 hours or more,3.0,6.0,8.0,9.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,15.0,15.0,3.5,4,3.3333333333333335,3,3.4,5,3.4166666666666665,12
170,Female,Second year,Science,26-33,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online documents, YouTube videos",Yes,Lack of previous knowledge or experience in the field,Pressure,Private life problems,Lack of previous knowledge or experience in the field,Lack of time,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Lack of motivation,4.0,Yes,5.0,5.0,You do not care about,5-7 hours,3.0,7.0,6.0,6.0,6.0,Teaching language,Positively,2,1.0,15.0,15.0,15.0,3.8,5,4.5,2,4.6,5,4.25,12
171,Female,Third year,Science,34-41,In the school's library,With a group,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization,Online documents;YouTube videos;Chatgpt,No,Lack of time,Pressure,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Private life problems,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,No,3.0,3.0,Negatively,5-7 hours,2.0,7.0,5.0,5.0,4.0,Bad quality of internet,You do not care about,3,2.0,16.0,14.0,15.0,3.75,4,3.0,2,4.5,2,3.75,8
172,Female,Second year,Science,34-41,In your room (dorms),With a group,"Lectures, Learning by practicing, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Private life problems,Lack of motivation,3.0,No,3.0,3.0,You do not care about,5-7 hours,2.0,8.0,7.0,5.0,6.0,Teachers' teaching method,Negatively,2,1.0,16.0,14.0,15.0,4.4,5,4.0,2,4.6,5,4.416666666666667,12
173,Female,Third year,Science,18-25,In the school's library,Alone,Lectures;Learning by practicing;Project-based learning;Online courses and tutorials,YouTube videos;ChatGpt,No,Private life problems,Bad quality of internet,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,5.0,5.0,You do not care about,8 hours or more,1.0,7.0,7.0,6.0,5.0,Bad quality of internet,You do not care about,3,2.0,16.0,14.0,15.0,3.75,4,4.0,2,4.5,4,4.1,10
174,Female,Second year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Project-based learning, Online courses and tutorials",YouTube videos,Yes,Private life problems,Pressure,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,Lack of motivation,1.0,No,1.0,1.0,You do not care about,8 hours or more,3.0,8.0,8.0,5.0,6.0,Lack of time,Positively,2,1.0,16.0,15.0,15.0,4.2,5,5.0,2,4.8,5,4.583333333333333,12
175,Female,Fourth year,Mathematics,10-17,In your room (dorms),Alone,Lectures;Learning by practicing;Project-based learning;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,Yes,Private life problems,Bad quality of internet,ما,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,you mentioned all,3.0,Yes,4.0,5.0,Positively,8 hours or more,3.0,9.0,8.0,8.0,8.0,Unknown,Unknown,4,3.0,16.0,15.0,15.0,5.0,4,4.333333333333333,3,4.2,5,4.5,12
176,Male,Third year,Science,18-25,In your room (dorms),Alone,Project-based learning;Online courses and tutorials,Books,No,Lack of time,Pressure,Bad quality of internet,Lack of previous knowledge or experience in the field,Teaching language,Teachers' teaching method,Not having a good (powerful) computer,Private life problems,Library always crowded,3.0,Yes,3.0,4.0,Positively,5-7 hours,4.0,8.0,7.0,5.0,8.0,Bad quality of internet,You do not care about,3,2.0,17.0,14.0,15.0,3.75,4,4.0,2,4.666666666666667,3,4.111111111111111,9
177,Male,Fourth year,Technical maths,18-25,In the school's library,Alone,Lectures;Learning by practicing;Project-based learning,Books;Online documents;Private courses,No,Lack of time,Pressure,Teachers' teaching method,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Not having a good (powerful) computer,"The not organized study schedule put by the school , some modules requires TD and they do not have ...",4.0,Yes,5.0,5.0,Positively,8 hours or more,4.0,9.0,9.0,7.0,6.0,Unknown,Unknown,4,3.0,14.0,17.0,16.0,3.5,0,3.6666666666666665,0,4.0,0,3.6666666666666665,0
178,Male,Third year,Mathematics,10-17,At home,Alone,Learning by practicing,Books;Online documents,No,Lack of time,Teachers' teaching method,Private life problems,Pressure,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teaching language,Bad quality of internet,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,4.0,3.0,You do not care about,8 hours or more,4.0,8.0,8.0,8.0,9.0,Bad quality of internet,You do not care about,3,2.0,16.0,15.0,16.0,4.25,4,5.0,2,4.5,4,4.5,10
179,Male,Second year,Mathematics,18-25,At home,Alone,Lectures;Learning by practicing;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,Yes,Lack of time,Pressure,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,Bad quality of internet,Private life problems,Lack of motivation,3.0,No,4.0,5.0,You do not care about,5-7 hours,4.0,9.0,9.0,9.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,16.0,16.0,16.0,4.75,4,4.0,3,4.6,5,4.5,12
180,Male,Third year,Science,34-41,In your room (dorms),Alone,Learning by practicing;Project-based learning,Online documents,No,Pressure,Lack of time,Teachers' teaching method,Private life problems,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Bad quality of internet,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,Yes,3.0,4.0,Positively,8 hours or more,4.0,8.0,6.0,6.0,7.0,Bad quality of internet,You do not care about,3,2.0,16.0,16.0,16.0,4.75,4,4.5,2,4.666666666666667,3,4.666666666666667,9
181,Male,Second year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization",Online documents,No,Teachers' teaching method,Bad quality of internet,Lack of time,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Pressure,Lack of previous knowledge or experience in the field,Teaching language,Lack of motivation,1.0,No,3.0,4.0,You do not care about,5-7 hours,5.0,8.0,7.0,7.0,8.0,Private life problems,Positively,2,1.0,16.0,16.0,16.0,4.4,5,4.5,2,4.6,5,4.5,12
182,Female,Second year,Mathematics,26-33,In the school's library,Alone,Lectures;Learning by practicing;Mind mapping and visualization,Online documents;YouTube videos,No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,Teaching language,Bad quality of internet,Not having a good (powerful) computer,Lack of motivation,3.0,No,4.0,4.0,You do not care about,8 hours or more,3.0,9.0,8.0,8.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,16.0,16.0,16.0,4.25,4,4.333333333333333,3,3.8,5,4.083333333333333,12
183,Male,Third year,Science,26-33,In your room (dorms),Alone,Learning by practicing;Mind mapping and visualization;Online courses and tutorials,Books;Online documents,No,Lack of time,Pressure,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,Yes,4.0,5.0,Positively,5-7 hours,3.0,8.0,8.0,8.0,7.0,Bad quality of internet,You do not care about,3,2.0,16.0,17.0,16.0,4.25,4,5.0,2,3.6666666666666665,3,4.222222222222222,9
184,Male,Second year,Science,18-25,In your room (dorms),Alone,Learning by practicing,"Books, Online documents",No,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Not having a good (powerful) computer,Private life problems,Teaching language,Lack of motivation,2.0,No,4.0,4.0,You do not care about,8 hours or more,3.0,8.0,9.0,9.0,8.0,Bad quality of internet,Negatively,2,1.0,16.0,17.0,16.0,4.6,5,5.0,2,4.8,5,4.75,12
185,Male,Second year,Mathematics,18-25,In the school's library,Alone,Lectures,Books,No,Lack of time,Private life problems,Pressure,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,4.0,5.0,You do not care about,5-7 hours,4.0,8.0,8.0,8.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,16.0,17.0,16.0,3.5,0,3.6666666666666665,0,4.0,0,3.6666666666666665,0
186,Male,Second year,Mathematics,18-25,At home,Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Teachers' teaching method,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Bad quality of internet,Bad quality of internet,Not having a good (powerful) computer,Private life problems,Lack of motivation,1.0,No,1.0,5.0,You do not care about,8 hours or more,3.0,6.0,5.0,5.0,4.0,Lack of previous knowledge or experience in the field,Negatively,2,1.0,17.0,16.0,16.0,4.6,5,5.0,2,4.8,5,4.75,12
187,Female,Second year,Mathematics,26-33,In the dorms' library,Alone,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization","Books, Online documents",No,Teachers' teaching method,Pressure,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of time,Teaching language,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Lack of motivation,1.0,No,4.0,5.0,You do not care about,8 hours or more,3.0,9.0,7.0,7.0,8.0,Private life problems,Negatively,2,1.0,17.0,16.0,17.0,4.8,5,5.0,2,5.0,5,4.916666666666667,12
188,Male,Second year,Mathematics,34-41,In the school's library,Alone,Learning by practicing;Project-based learning;Online courses and tutorials,Books;Online tutorials;YouTube videos;chatgpt,Yes,Pressure,Private life problems,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Bad quality of internet,fucking 3ala9at ijtima3eya,3.0,Yes,3.0,4.0,Positively,5-7 hours,4.0,7.0,8.0,7.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,17.0,17.0,17.0,4.5,4,4.0,3,4.0,5,4.166666666666667,12
189,Female,Second year,Mathematics,26-33,In the school's library,With a group,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization, Interactive workshops, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",No,Lack of time,Teaching language,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Pressure,Not having a good (powerful) computer,Teachers' teaching method,Lack of motivation,3.0,No,4.0,5.0,You do not care about,8 hours or more,3.0,7.0,8.0,8.0,8.0,Pressure,Positively,2,1.0,17.0,17.0,17.0,4.8,5,5.0,2,5.0,5,4.916666666666667,12
190,Female,Second year,Mathematics,18-25,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization, Interactive workshops","Books, Online tutorials, Online documents, YouTube videos",Yes,Teachers' teaching method,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Lack of motivation,2.0,Yes,3.0,5.0,You do not care about,5-7 hours,4.0,8.0,8.0,7.0,9.0,Pressure,You do not care about,2,1.0,17.0,18.0,17.0,5.0,5,5.0,2,4.6,5,4.833333333333333,12
191,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,Lectures;Learning by practicing;Project-based learning,Books;Online tutorials;Online documents,Yes,Lack of time,Bad quality of internet,Private life problems,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Not having a good (powerful) computer,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,4.0,5.0,You do not care about,5-7 hours,3.0,8.0,7.0,6.0,7.0,Bad quality of internet,You do not care about,3,2.0,17.0,18.0,17.0,3.5,0,3.6666666666666665,0,4.0,0,3.6666666666666665,0
192,Female,First year,Mathematics,34-41,In your room (dorms),Alone,Lectures;Learning by practicing,Online tutorials;Online documents;YouTube videos,Yes,Pressure,Lack of time,Teachers' teaching method,Bad quality of internet,Teaching language,Lack of previous knowledge or experience in the field,Private life problems,Not having a good (powerful) computer,Don't know the right method to study,4.0,No,5.0,5.0,Positively,8 hours or more,4.0,6.0,6.0,6.0,3.0,Lack of previous knowledge or experience in the field,You do not care about,1,1.0,6.0,13.0,13.0,3.5,0,3.6666666666666665,0,4.0,0,3.6666666666666665,0
193,Female,First year,Mathematics,26-33,In the school's library,Alone,Learning by practicing,Online documents;YouTube videos,Yes,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Private life problems,Not having a good (powerful) computer,Lack of time,I waste time in the dorms,3.0,No,5.0,4.0,You do not care about,8 hours or more,3.0,5.0,4.0,3.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,1,1.0,10.0,13.0,13.0,3.5,0,3.6666666666666665,0,4.0,0,3.6666666666666665,0
194,Female,First year,Mathematics,10-17,In the school's library,In peer,Learning by practicing,Online tutorials;YouTube videos,Yes,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of time,Pressure,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Private life problems,"english language, studying secondry modules effect our focusing on main module, espacially with a lot of home works and projects",2.0,No,3.0,4.0,Positively,5-7 hours,2.0,7.0,9.0,10.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,1,1.0,10.0,13.0,13.0,3.5,0,3.6666666666666665,0,4.0,0,3.6666666666666665,0
195,Female,Second year,Science,18-25,In the school's library,Alone,Learning by practicing;Project-based learning,Books;YouTube videos,No,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Private life problems,Lack of motivation,2.0,Yes,2.0,4.0,Positively,5-7 hours,3.0,8.0,8.0,7.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,11.0,10.0,13.0,2.0,4,3.3333333333333335,3,3.6,5,3.0,12
196,Female,Second year,Technical maths,10-17,In the dorms' library,With a group,Lectures,Books;Online tutorials;Online documents,No,Pressure,Private life problems,Teaching language,Bad quality of internet,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,1.0,4.0,You do not care about,8 hours or more,1.0,10.0,5.0,7.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,11.0,10.0,13.0,2.75,4,3.0,3,4.0,5,3.3333333333333335,12
197,Male,Second year,Technical maths,18-25,In your room (dorms),In peer,Lectures;Learning by practicing,Online tutorials;YouTube videos,No,Private life problems,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Lack of motivation,3.0,No,4.0,4.0,Positively,5-7 hours,4.0,8.0,6.0,7.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,11.0,12.0,13.0,3.5,4,3.0,3,3.4,5,3.3333333333333335,12
